"rab.all"	"rab.win.OVA.H"	"rab.win.OVA.R"	"rab.sample.C17"	"rab.sample.C29"	"rab.sample.C41"	"rab.sample.C53"	"rab.sample.C65"	"rab.sample.C77"	"rab.sample.C89"	"rab.sample.C6"	"rab.sample.C16"	"rab.sample.C28"	"rab.sample.C40"	"rab.sample.C52"	"rab.sample.C64"	"rab.sample.C76"	"rab.sample.C88"	"rab.sample.C5"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Eisenbergiella"	-3.32787857610842	-2.06877122962898	-5.65886658397402	-2.25260193461787	-4.93423903371916	-1.03780124685164	0.764142598751523	-1.92964152057889	-7.09140478154238	-0.815236149864522	-7.03727668503718	-1.22680432670762	-7.54254141996111	-8.06999539102454	-7.66364524604475	0.76361292726478	-7.41754412395456	-2.61427937328581	-7.65256939219447	2.22863418238434	5.70216082447528	0.357032010919876	0.329434758978586	0.311898106917674	0.555511245662368	0.323401078088578	0.603780891701836	"Not significant"
"Enterorhabdus"	-4.090276522881	-4.33489117519743	-3.52859081631714	-7.64275358993853	-8.42043564075114	-1.67136542967939	-3.57721543023556	-2.01845675269041	-7.29408008478622	-7.70150098203291	-2.348239057107	-2.27795687019752	-7.32173990242471	-1.79669035327178	-7.90959203820762	-2.41385448010279	-7.0897613317022	-7.68428954308443	-1.97175133606715	-0.232416232221794	5.49429692324464	-0.0468907673807649	0.462890636862078	0.672968916536181	0.819236060448506	0.760060945998446	0.882334929163002	"Not significant"
"Erysipelatoclostridium"	1.55244365637166	1.6248421703328	1.13115023604701	0.860348618389	1.50284295308158	1.62882932552418	1.68020418091123	1.95649176673783	1.69271979447245	1.27928337172594	2.48436002661681	2.73135210315524	-0.969144940566308	-0.532032606191198	-0.21242307685027	0.707322116746388	1.50246185350462	2.24019693655297	2.62723411770085	0.551003766652292	1.47201624500069	0.299638997206351	0.413255388944119	0.298219829090063	0.563384373751211	0.587044726107226	0.797828008899745	"Not significant"
"Erysipelotrichaceae"	0.942865823932672	1.50904957582013	0.541580796575809	2.07037257689948	-0.80832834263633	3.44015966361834	-1.16486072055551	1.84399721440719	1.44573581548412	1.58150639356441	-6.59163433421969	-7.66954536478469	1.10218137082356	0.312397932521685	-0.599817873183992	0.74688272125083	1.84548779866143	2.04036465362588	-7.65471207699289	0.868099385174292	4.72583620615992	0.172896878928686	0.382812539418149	0.481160353771085	0.697458106752351	0.473299096736597	0.732143303588995	"Not significant"
"Faecalibacterium"	-5.9441035707842	-6.09569284766196	-5.760180477385	-3.70675532704803	-5.04702998998051	-8.4428425957668	-8.07012120881036	-8.12611574574758	-7.78040050199846	-3.52015730324408	-6.98955422197541	-7.69644737265725	-6.99632212210101	-8.34910627727427	-3.41357147604881	-7.18687530818698	-3.39195466321879	-7.43797560856311	-3.02562717288893	-0.390873035772541	4.80607069936787	-0.0646784082634187	0.465886950423665	0.60095495635928	0.766722743520659	0.677224164724165	0.83556380058188	"Not significant"
"Faecalibaculum"	0.0242832588104971	0.400416569427302	-0.670301158731338	1.22819351437847	0.413452283830121	0.520565406079935	-0.226579854631403	-0.111488545292783	0.742112958662996	-1.18864955811133	0.569478279598471	-1.89663462499372	0.243058436696747	-0.228875502388268	-1.47398707679794	-1.50793113569426	1.36804659574529	-1.18388196015751	0.255225666334522	0.879533537680949	1.4299928249613	0.599154122949463	0.265625095486546	0.143901731909116	0.398182001666731	0.164932983682984	0.437847659452624	"Not significant"
"Family_XIII"	0.315843570305933	1.04336072499653	-0.501905981076817	-0.235456546899484	0.812340073462215	0.748953135116244	1.23849325758848	1.8053476082903	0.263801959625162	1.31348593610316	2.4934263527272	0.706986401647542	-1.64833272106196	-0.0234427197912339	-5.2824123523344	-1.44920465677076	-1.07122372738983	-0.00306342776252322	0.294997316389924	1.693260907788	1.64273000734868	0.964386778573851	0.0937503800015545	0.0222668653698916	0.139172243096563	0.0061662296037296	0.0529033185691111	"Significant"
"Family_XIII_AD3011_group"	0.0279544065262822	0.148342781523309	-0.210377038418348	0.472956835158127	0.107776528002443	-0.486638958499122	0.267784949428808	0.337747734090015	-0.0856205624917248	-0.659065687348591	0.54148679747498	0.62719672038424	-0.238297291956125	0.400928040478875	-7.76917856795775	-1.70580297144099	0.138064443445424	-3.25000304399079	-0.0859187870290414	0.406475763750558	1.66779403445971	0.199993529049282	0.348927927886934	0.187291994510727	0.462328074015168	0.369874222999223	0.631674844999903	"Not significant"
"Family_XIII_UCG.001"	-2.86717151166067	-3.21183409883409	-2.58246428921071	-7.28176352231202	-2.6994000587871	-1.36779665212075	-8.31911196746155	-8.0665612532293	-1.52276959701477	-2.55604581974489	-4.27793468958053	-1.44068903326371	-7.19798063899599	-5.60773834188217	-1.87886641617045	-3.00072329760204	-3.83773294330379	-1.9191037001863	-2.19183391585327	-0.566607008194512	4.23297440316408	-0.113097077912281	0.412109403830471	0.474195910677733	0.681870024783416	0.609632381507381	0.797764564674951	"Not significant"
"Flavonifractor"	-4.03675442600763	-4.76627439495089	-3.40188614797807	-2.65454985450098	-3.90225357058812	-7.86289579704639	-3.92084391538112	-1.95079999057052	-7.61171403709495	-7.76024386822801	-7.0974760248348	-2.97537785047113	-7.11879080306065	-1.84238616047691	-3.67574064952951	-2.68275349795302	-7.39393062252836	-1.89537414834619	-7.73797217081546	-0.922844932541802	4.56829145720904	-0.189890003968899	0.389863584411734	0.554325475899868	0.7301819562949	0.521592123154623	0.747469856559098	"Not significant"
"GCA.900066225"	-0.0802833937683669	0.140439237598285	-0.314913078310181	-1.25827203478374	0.589947158144589	-0.518112416599837	0.446490661579611	0.305441572861088	0.360076550421745	-0.103337636968488	-0.0281195547735242	0.940125416621021	-1.8936682044164	-0.0677777965970501	0.706049146901178	-0.156812068012502	-3.35782240889118	-0.404782737110276	-1.42768224293413	0.477116439646414	1.48612304108961	0.254632512708075	0.367187545424917	0.271317250694821	0.535447939003412	0.428445512820513	0.696218902955558	"Not significant"
"GCA.900066575"	3.59719030079602	3.42083496947815	4.20854631714229	3.31098584850448	2.93843959361435	3.68420629321099	3.46791413510354	3.29751147840579	3.55543654372141	4.28705590404688	3.1811749559577	4.66556615507035	3.41253499584713	4.74787642834002	3.68472285060722	4.84768045553727	3.29332812989781	5.7062418280198	3.5913122356284	-0.646277995962992	1.06067888616821	-0.705204483731787	0.220703254054153	0.051227804117048	0.220182309989986	0.0797870532245532	0.261631161753745	"Not significant"
"Gastranaerophilales"	4.07318560668158	4.94797943047406	3.79343877965447	5.26490391721147	4.69514431904499	2.98357418550419	5.90287317931316	4.79942483164945	5.12057227078343	3.78334330098062	5.68139543658736	3.93753828719166	4.00084282921779	3.39998031781045	3.99452433955228	3.66392956579351	3.37966598450497	5.32505243051355	3.38998236592865	1.10322699937642	1.15951789205968	0.815939476749795	0.242187611636967	0.0601071898226429	0.24484164473794	0.0930142773892774	0.320041471357024	"Not significant"
"Haemophilus"	-6.60021720189835	-6.67256782497437	-6.53885478778998	-7.78252915333159	-3.422349200866	-8.34558286674052	-8.1224264849026	-7.7366939715026	-1.86311389423888	-7.42396060113185	-6.77852023643297	-7.65092848854184	-7.25931625584003	-7.55557201073672	-7.53311924994721	-2.75841880051205	-2.39513422736429	-7.58880759179625	-7.54456559162245	-0.123511435868092	5.39702014828309	-0.0230868224315952	0.488281253727333	0.594713518776158	0.767101192326861	0.656582653457653	0.821802832062704	"Not significant"
"Harryflintia"	1.61756322948513	1.66210477169398	1.52671519559656	1.04959901399166	1.5723865105299	1.12724320713943	1.42754858753282	2.13968823413286	1.88357659037495	1.8327481484269	2.04464815563326	1.95549464935018	0.597924881619874	1.35968518454851	2.20949798208512	1.78542620030373	-1.32751439033662	1.66537245232329	1.01791288657173	0.203109345307458	0.919537210809731	0.178427281302611	0.39181290143749	0.318689015014026	0.574182942084838	0.562334887334887	0.773340052491077	"Not significant"
"Herbinix"	-6.33912283178432	-6.79826152890063	-5.69831535592766	-7.52380985629328	-8.4432015825901	-0.971038030158213	-8.02762550444707	-1.35095610917375	-7.21181196039651	-8.02619314299421	-6.82041744799169	-7.58062751502732	-7.29008699651485	-8.09021573298602	-7.96033617128311	1.14226158468677	-0.402540414986674	-0.378291338085429	-7.332779198889	-1.29639212928215	6.91657592348701	-0.181981367649643	0.384015633357339	0.545376143617649	0.726085654467982	0.521287393162393	0.729505054837648	"Not significant"
"Hydrogenoanaerobacterium"	-0.339262120852033	-0.500232577019818	-0.0798306901222725	-0.328489010482899	-1.50753530170315	0.599877155681263	-0.503724359206789	-0.151431463822681	-3.11890479613526	-0.203133601920946	-7.08696671792611	-7.82335658394992	-0.082541628739401	1.03733738676438	0.810247067945726	-0.11406711655165	-1.31634012036567	0.861168127744002	-0.639441321576717	-0.61797414690903	2.49839260170308	-0.152819910867139	0.355468800134243	0.656367584542438	0.810587559540964	0.361095328282828	0.645997652390839	"Not significant"
"Intestinimonas"	2.7670681473772	2.79139972147276	2.75213819173215	3.20050657311829	1.35300332131378	2.54864239387288	3.02131610998542	2.96085572698754	3.70253919673055	2.57625755059063	2.10814872420768	2.63115079539715	2.45641792861325	2.8630418858162	3.16821192455081	3.91894395776771	2.27419647159597	2.88683219324997	2.33274044236735	-0.0218062616861916	0.931516064643163	-0.0247387329948158	0.487329438712605	0.693189232469861	0.833653368180757	0.849579933954934	0.925981458833634	"Not significant"
"Lachnoclostridium"	3.02423061337143	2.33765589012146	3.23257325907684	1.77886888855287	1.52672881165413	2.94089221954451	1.77223631025078	2.5076306371855	3.26026521674515	3.34994594850247	2.11273760369256	3.50393115477141	2.93646197763397	4.02944499360967	2.87707654139388	5.47836246555006	3.20915246903776	3.08796355091203	3.11158951037035	-1.07332885899187	1.05973395319533	-0.886778380387343	0.158203328967884	0.0171422666887248	0.124851091839003	0.0291909479409479	0.140881120157467	"Not significant"
"Lachnospiraceae"	5.72594060110752	5.72676558020076	5.72506556252386	5.62956645873814	5.67396093407254	4.61144048891199	6.35368836247893	5.76200722435297	5.30626289589527	6.62711977484666	5.81437480628636	5.81894468857272	4.47837314525611	5.73396695306425	5.51507651401771	5.82392987280651	3.64912125844124	5.85463485273422	6.29836917673043	0.147119310099743	1.0413170768486	0.13437179812178	0.408203155199316	0.422646861450859	0.653334702973852	0.661916035353535	0.833396610170484	"Not significant"
"Lachnospiraceae_FCS020_group"	0.0481685153071103	-0.676707670006735	0.737420068924788	-1.62748688937812	-0.298783353808253	-0.794406911454916	0.180823029299111	-0.811382414411824	-7.32359107855291	0.174206150648381	-0.811389670616967	1.84471758964317	0.0679459183580455	0.970066447383569	0.845090478948365	3.56145919095863	-1.69339588205413	0.52360099345049	0.566283386631606	-1.51490356892213	2.09011785920494	-0.747583555654472	0.128906512639189	0.060917066997972	0.240940343898597	0.014500777000777	0.0925588051767482	"Significant"
"Lachnospiraceae_NK4A136_group"	6.59601235738672	6.8152637534439	6.34997834578583	7.15183713867512	5.38655532957561	6.51986388934688	5.8156916248459	7.04560983445558	6.62003397227487	7.21296017454849	6.97429448363018	7.50373388991985	6.09356842553551	6.0415546249921	6.76817265175032	7.1244243858681	5.99043456153468	6.0721531754735	6.51236324782679	0.172489106976581	0.940008573028597	0.191228247779588	0.433593771488997	0.794059570675642	0.900968618555594	0.743928467365967	0.87655633509389	"Not significant"
"Lachnospiraceae_UCG.001"	3.5572168384444	4.57387263271683	2.84645731179746	2.81909814362763	5.56741950087982	4.65540250457146	3.10500848273746	4.16867384808351	5.50673677502321	5.4803147832769	4.45124361967062	4.09908708446449	2.58894283504504	1.21034073301111	2.60032945895094	3.90485664991	3.07719225031429	0.534908490761365	3.02770764866095	1.73032545629955	1.6494474664777	1.01485049661064	0.126705920084985	0.00792925196023915	0.0843148070633928	0.0107153263403263	0.0761442810497698	"Significant"
