Group	OVA-R	OVA-R	OVA-R	OVA-R	OVA-R	OVA-R	OVA-H	OVA-H	OVA-H	OVA-H	OVA-H	OVA-H	median_diff	P_values	P Benjamini-Hochberg	Description	log2FC
Desulfovibrionaceae	8.0	0.04777470580802114	0.029389498950340574	0.020366661935072916	0.0494822691412087	0.0647987395954466	8.0	0.06326659212854285	0.03325118032738021	0.03896361437009821	0.052499790461218415	0.07373740188139633	0.0030175213200097153	0.3445623653256964	0.6427413353190875	Desulfovibrionaceae	0.08539338264440755
Dubosiella	8.0	0.012884777253693795	0.0057722418990443745	0.009945965761632057	0.01197940498492351	0.01566496399977471	8.0	0.001284026081528162	0.0013161679082120943	0.0003830874233573475	0.001037706805112025	0.0015822525547686877	-0.010941698179811485	0.000777530446940383	0.01828977723363583	Dubosiella	-3.5240778767705674
Eggerthellaceae	8.0	4.864408467572006e-05	6.758053195415469e-05	0.0	0.0	0.00012016776303415882	8.0	7.882792654609367e-06	1.5414001475243706e-05	0.0	0.0	5.565614889132952e-06	0.0	0.37141855046069194	0.66717776656828	Eggerthellaceae	0.0
Eisenbergiella	8.0	0.00012121279863910368	0.0002585746260605261	0.0	0.0	8.754659270432673e-05	8.0	0.0001965166652889427	0.00027604922790114853	1.1474966722596504e-05	9.037288162395323e-05	0.0002623930507493546	9.037288162395323e-05	0.1883126894889121	0.46836745847242245	Eisenbergiella	4.577112241764452
Enterorhabdus	8.0	4.2983986922217505e-05	5.070676684993343e-05	0.0	3.0387285959554524e-05	7.393876143032473e-05	8.0	4.712916952418916e-05	7.023850547050165e-05	0.0	1.8895590524995088e-05	5.662777404603312e-05	-1.1491695434559435e-05	0.9106823116201578	0.9767784242475479	Enterorhabdus	-0.5878257879280149
Erysipelatoclostridium	8.0	0.0010392535381379838	0.0008530816936444709	0.0003351696430037712	0.0007715425280536471	0.0016705778013565069	8.0	0.00129007141487628	0.0004072478411580011	0.0010334440366941448	0.001339624706456832	0.001544711303188812	0.0005680821784031849	0.4008141693829329	0.6703271453473187	Erysipelatoclostridium	0.792890471743517
Erysipelotrichaceae	8.0	0.0006038540815872818	0.0005440507376841449	0.00018069801060094996	0.0006112608927903325	0.0008054025080792977	8.0	0.0015565711570167584	0.002275004800975566	0.00026139248433175596	0.001039175109328797	0.0014300091604405353	0.0004279142165384644	0.34313894893075436	0.6427413353190875	Erysipelotrichaceae	0.7617576781233701
Faecalibacterium	8.0	1.1204303906610838e-05	1.5676159079906065e-05	0.0	0.0	2.6218178945466347e-05	8.0	9.77531466283191e-06	1.4696497507868113e-05	0.0	0.0	1.792458232550657e-05	0.0	0.9518857612667998	0.9928270843320385	Faecalibacterium	0.0
Faecalibaculum	8.0	0.0002893881616838583	0.0002067247470970918	0.00014612051054487937	0.00023582552840940803	0.00035416590290991365	8.0	0.0005223719923301214	0.00025331664955978575	0.000355175052030761	0.00044435342363819666	0.0007069864913520949	0.00020852789522878863	0.0356919001168044	0.19233968396277928	Faecalibaculum	0.9027865253296792
Family_XIII	8.0	0.00027127453528106145	0.0002086287725793029	0.00012295863365557647	0.00024054951935428902	0.00039312670512931777	8.0	0.0009361255973435898	0.00040856579608569005	0.0007466500024228775	0.0010799503098522806	0.0011726086282152234	0.0008394007904979916	0.008651541533947503	0.0762908662539007	Family_XIII	2.1483210811932274
Family_XIII_AD3011_group	8.0	0.0002748454650626435	0.00023185475332001523	0.00011580728581307054	0.0002462213419380418	0.0003727543190438819	8.0	0.0004229195791909512	0.00011938939614266153	0.00030773686863302745	0.00046453822854532136	0.0005064847992727986	0.00021831688660727954	0.141482121482789	0.3812157162175148	Family_XIII_AD3011_group	0.905091879835064
Family_XIII_UCG-001	8.0	5.905382766000255e-05	4.990721438773606e-05	1.4509584957868942e-05	5.359429790348613e-05	0.00010024223711092513	8.0	6.238468389527897e-05	8.275710329103391e-05	0.0	4.1412104396028466e-05	8.22314935407325e-05	-1.2182193507457663e-05	0.6339972307873856	0.801515117040781	Family_XIII_UCG-001	-0.34317442004154053
Flavonifractor	8.0	4.691743512133519e-05	5.108354494935127e-05	0.0	3.578145369360272e-05	7.482510415611273e-05	8.0	2.8047455550882808e-05	3.7534775675132486e-05	0.0	1.511647241999607e-05	3.799903651864983e-05	-2.0664981273606652e-05	0.44282841345843615	0.7005975745965222	Flavonifractor	-1.059179406362011
GCA-900066225	8.0	0.0003325749487866035	0.0002539779224042133	9.341469543845576e-05	0.0003447403450390868	0.000490888300190314	8.0	0.0004367388438122486	0.0002049676926140523	0.00033348748837646377	0.0004278251253048871	0.0005291576705544655	8.30847802658003e-05	0.3445623653256964	0.6427413353190875	GCA-900066225	0.3083324147384481
GCA-900066575	8.0	0.008745111120833876	0.006439037757411636	0.0031333914549453484	0.0071234796906156665	0.013045868509082422	8.0	0.004834968361238956	0.0023492201198685625	0.0034316577449314085	0.0038833118514913396	0.006063942066131289	-0.003240167839124327	0.4008141693829329	0.6703271453473187	GCA-900066575	-0.8746273342992295
Gastranaerophilales	8.0	0.006091518767205393	0.004095772368188661	0.0042443544085853544	0.005438081278776565	0.005825703402108087	8.0	0.012366548336620502	0.007355029645453584	0.009000060848115799	0.011242425073532378	0.013140271610848157	0.005804343794755813	0.027423154381354658	0.1330022987495701	Gastranaerophilales	1.047242690465854
Haemophilus	8.0	1.4308745958522016e-05	2.6802500304113363e-05	0.0	0.0	1.2414238303718479e-05	8.0	1.5058730834204493e-05	2.8917015926695402e-05	0.0	0.0	1.1474966722596504e-05	0.0	1.0	1.0	Haemophilus	0.0
Harryflintia	8.0	0.0010401097398386812	0.0006031435642895789	0.0004927644081721023	0.0012619629291407055	0.0014838690770931616	8.0	0.0012679229386527776	0.0003532160335582106	0.001013215219733452	0.001338204765488018	0.001512169997109276	7.624183634731248e-05	0.4622499461255404	0.7005975745965222	Harryflintia	0.08437275632997476
Herbinix	8.0	0.00018718683989746518	0.0003429692793392855	0.0	0.0	0.0002320763191904801	8.0	5.988196905950284e-05	0.00011797435997834621	0.0	0.0	4.103617871103843e-05	0.0	0.5231857390945571	0.7121580020805784	Herbinix	0.0
Hydrogenoanaerobacterium	8.0	0.0004104967146211108	0.00034492681544714797	0.0001465474547904693	0.00033311040862507964	0.0006584047627179637	8.0	0.00031867459983570803	0.0003037279123006972	0.0001421601650728759	0.0003076521142537039	0.00036548560740622306	-2.5458294371375758e-05	0.6362542681663932	0.801515117040781	Hydrogenoanaerobacterium	-0.11330158421522185
Intestinimonas	8.0	0.002897758776933774	0.0018161065302834567	0.0015152712748349373	0.0026316523534035455	0.0033820595276529055	8.0	0.002807782299830632	0.0011250145663295572	0.00229755798355399	0.0031181031135071825	0.003695534047861587	0.00048645076010363697	0.75271380626305	0.8692052286609029	Intestinimonas	0.24436222188532675
Lachnoclostridium	8.0	0.005704405177808158	0.006151150344815371	0.002529312058356694	0.003026886760239344	0.005217193389377558	8.0	0.0024457946883705765	0.001485983333561383	0.0013894287830759089	0.0019432029825467182	0.0031625003216803537	-0.0010836837776926258	0.11518373151505139	0.3491506861549995	Lachnoclostridium	-0.638349481670625
Lachnospiraceae	8.0	0.017884015310901905	0.008507467575084512	0.01431047971710858	0.020852550856463155	0.023389091773116148	8.0	0.023381646285230453	0.012182886589039713	0.014850747380434114	0.01937780408195872	0.02912273909684334	-0.0014747467745044353	0.6744240722352912	0.8177391875852905	Lachnospiraceae	-0.10579798224049686
Lachnospiraceae_FCS020_group	8.0	0.0012073665705454408	0.0017281961088164478	0.0003636621243226196	0.0006031658143528665	0.0010622768832285975	8.0	0.0002828355870677889	0.00019386257068693417	0.00012702832168761137	0.00029064287707674465	0.00042079266234843404	-0.00031252293727612187	0.05870740843120496	0.23727577574278674	Lachnospiraceae_FCS020_group	-1.0432450911973081
Lachnospiraceae_NK4A136_group	8.0	0.03658041717785762	0.019562324105376495	0.02274744598607503	0.029366922804410354	0.04602025210913746	8.0	0.04133716106879214	0.017006555365147176	0.027804653764473643	0.03909891002099801	0.05396264555111516	0.009731987216587655	0.4622499461255404	0.7005975745965222	Lachnospiraceae_NK4A136_group	0.4128879731645547
Lachnospiraceae_UCG-001	8.0	0.0029320146456553197	0.002366643873060538	0.0015704888457922696	0.002175634551015179	0.0034458863928672557	8.0	0.011348996796427842	0.007902619888487866	0.0046439615484814	0.010014493490865915	0.016976575979841174	0.007838858939850736	0.006322947695810918	0.0613325926493659	Lachnospiraceae_UCG-001	2.2005324620073514
Lachnospiraceae_UCG-004	8.0	7.192032039791206e-05	9.602278022001507e-05	0.0	2.5162128139284178e-05	0.00011673488197249093	8.0	7.980709531162393e-05	9.589843658688728e-05	0.0	5.29499995126302e-05	0.00011226378774053458	2.778787137334602e-05	0.8715033902986673	0.9606344188519401	Lachnospiraceae_UCG-004	0.966768837858778
Lachnospiraceae_UCG-006	8.0	0.00021910589584952543	0.000148246084798164	0.00012420705917658587	0.00022954962037495408	0.0002976273743988549	8.0	0.00024699196220097467	0.00020668430288552656	4.792399918707937e-05	0.00021826400838043317	0.0004291163383655843	-1.1285611994520908e-05	0.9163591402734728	0.9767784242475479	Lachnospiraceae_UCG-006	-0.07146992513236228
Lachnospiraceae_UCG-010	8.0	2.9424678395997562e-05	4.7844145000007706e-05	0.0	0.0	4.23944991076967e-05	8.0	5.058058520160929e-05	3.287713149792038e-05	3.895930422393066e-05	5.960487525266633e-05	7.406375175678144e-05	5.960487525266633e-05	0.3237945006235849	0.6427413353190875	Lachnospiraceae_UCG-010	4.00751932958844
Lactobacillus	8.0	0.0037043484478100214	0.0014788743348343237	0.002157521058599232	0.004141298949124071	0.004677813029546906	8.0	0.004741836597033063	0.002342778996873072	0.004032837715060203	0.004743733650319482	0.005582474029160701	0.0006024347011954114	0.2075784423356198	0.47940735491797903	Lactobacillus	0.19576498830670097
Marvinbryantia	8.0	0.0001575938833400429	0.00016133281615142623	4.990048505064832e-05	8.813154151740183e-05	0.00020276975101638395	8.0	5.565614889132952e-06	1.57419361183149e-05	0.0	0.0	0.0	-8.813154151740183e-05	0.0010055560831511167	0.01828977723363583	Marvinbryantia	-4.5424170406364635
Mollicutes_RF39	8.0	0.00982520687005648	0.004460479555484429	0.006938630294521699	0.008990172154903685	0.01187661161090396	8.0	0.007324946025577601	0.0022794883314668835	0.00595651679758244	0.0068934270940625465	0.008758886366817143	-0.0020967450608411382	0.17216723606659268	0.4394795236436708	Mollicutes_RF39	-0.3829345546253622
Muribaculaceae	8.0	0.4393369661689741	0.09286429916852486	0.35967922577215866	0.44327908295458535	0.510196403525122	8.0	0.321201919661593	0.0740450406602679	0.2876465274397544	0.31655017763809506	0.35673802953877976	-0.12672890531649028	0.0157143497722189	0.10161946186034888	Muribaculaceae	-0.4857759336308145
Muribaculum	8.0	0.018819052469655723	0.006106040359870965	0.014435567664092954	0.019338675215972635	0.02209772853462048	8.0	0.016771382804774068	0.005723437918165133	0.013310267640390613	0.018296464190361558	0.020740733547819176	-0.001042211025611077	0.4622499461255404	0.7005975745965222	Muribaculum	-0.07990730517745614
Odoribacter	8.0	0.017210239647972518	0.0026409580256244094	0.015884804609378467	0.017362052753485804	0.018458744151947384	8.0	0.019255287966368165	0.0068366665172066785	0.014524492256686432	0.01661542764749511	0.02249539911821056	-0.0007466251059906927	1.0	1.0	Odoribacter	-0.06339935366976146
Olsenella	8.0	3.7984107449443155e-06	1.0743527981927884e-05	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31731050786290727	0.6427413353190875	Olsenella	0.0
Oscillibacter	8.0	0.004507815835551268	0.0025907902974043077	0.002456563731529491	0.003991890457505536	0.006189880235034557	8.0	0.0040053818057413145	0.0016422933759918535	0.003241530376179522	0.003913529674188948	0.004571531607639911	-7.836078331658735e-05	0.75271380626305	0.8692052286609029	Oscillibacter	-0.02857318049622659
Parabacteroides	8.0	0.007041923818690913	0.0063752894975841225	0.002642377658379402	0.0036126813394662107	0.01175924785852418	8.0	0.010216868034309056	0.0048374635912996995	0.006665999612579641	0.009478225532321485	0.012618763613718074	0.005865544192855275	0.07420341132975534	0.24819761720642303	Parabacteroides	1.3905711528259967
Parasutterella	8.0	0.029182112069030243	0.009050055068780889	0.02095670103646758	0.02757655488129218	0.036669017303142745	8.0	0.01781279529584018	0.008565933220490447	0.01446034655978964	0.016614081270225754	0.01836020965549474	-0.010962473611066427	0.011718685599768571	0.08743942332135012	Parasutterella	-0.7308993334863922
Peptococcaceae	8.0	0.0015887036758530108	0.0008416889400493284	0.0007019610350435042	0.0019335182457661635	0.002242985385802955	8.0	0.0012051285219066726	0.0005757826993534168	0.0009055916732743092	0.0010943716301393092	0.0013276646857798486	-0.0008391466156268542	0.4008141693829329	0.6703271453473187	Peptococcaceae	-0.8188711450531194
Phocea	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0			Phocea	0.0
Prevotellaceae_UCG-001	8.0	0.01737643170575837	0.0065024142577603606	0.012322717243565647	0.01648437309233653	0.023151160720054006	8.0	0.0176921129675121	0.005671034062391205	0.015866534678061317	0.016997852678091615	0.02213679306323503	0.000513479585755084	0.9163591402734728	0.9767784242475479	Prevotellaceae_UCG-001	0.044243036964743965
Pseudoflavonifractor	8.0	1.0481015387640569e-05	2.137946480526555e-05	0.0	0.0	6.286039962451388e-06	8.0	2.2797877061688016e-06	6.448213386790735e-06	0.0	0.0	0.0	0.0	0.4411249049659338	0.7005975745965222	Pseudoflavonifractor	0.0
Rhodospirillales	8.0	0.005633570458052528	0.0025391343923541585	0.003349600401130235	0.0057071679055098745	0.007255804395953582	8.0	0.005091831486693065	0.002489925273484349	0.003958981457961829	0.004538889312173137	0.005084969347508898	-0.0011682785933367374	0.6744240722352912	0.8177391875852905	Rhodospirillales	-0.33017878742709517
Rikenellaceae_RC9_gut_group	8.0	0.0009220899246306473	0.00053905215300289	0.00046652303986961016	0.00074832137524634	0.0012841079883902328	8.0	0.0005067898630936078	0.00023823133666675813	0.0003957229424763107	0.00040613727643609265	0.0006768129627280916	-0.00034218409881024735	0.0356919001168044	0.16486258625381078	Rikenellaceae_RC9_gut_group	-0.8753196010498847
Romboutsia	8.0	0.0010958510838553507	0.0005284120453522797	0.0006895526150435364	0.001037226055952141	0.0014360944858029165	8.0	0.0016299336639430991	0.0005963637736954242	0.0011928155083890963	0.0016916156500717233	0.001864416162531633	0.0006543895941195823	0.11518373151505139	0.3491506861549995	Romboutsia	0.7035517325233602
Roseburia	8.0	0.007469117043738322	0.004034836196345825	0.003971204323280664	0.007874382164252527	0.009605771744937786	8.0	0.015424387917101757	0.008458688848449903	0.008343566918288591	0.015726088757734683	0.02079191051871817	0.007851706593482156	0.07420341132975534	0.24819761720642303	Roseburia	0.9975599263915882
Ruminiclostridium	8.0	0.004525740060004997	0.004711704769066425	0.0015029481156634361	0.002979015337871393	0.005306959287261329	8.0	0.004095109671879977	0.0017996923822972688	0.003335196628770171	0.004135253755155355	0.004893543931562765	0.0011562384172839621	0.8336348830246775	0.9294549845217669	Ruminiclostridium	0.472605833866357
Ruminiclostridium_5	8.0	0.001266213613307406	0.0008127859713740066	0.0006149350275694749	0.001110418280083006	0.0017993948002694542	8.0	0.0021199815620604233	0.001963004214021309	0.0009326423897383408	0.0011639902690766956	0.002725593824274891	5.357198899368955e-05	0.3445623653256964	0.6427413353190875	Ruminiclostridium_5	0.06774029866173414
Ruminiclostridium_6	8.0	0.0004199557455321021	0.00029893978867925425	0.00021084355439652551	0.0003311447029517966	0.0005884933842893758	8.0	0.0030226104850440364	0.002948611064728953	0.0008645706056869928	0.0020139653936811644	0.0037577025974858294	0.0016828206907293678	0.0032758974829085945	0.03972025698026671	Ruminiclostridium_6	2.5902190411374058
Ruminiclostridium_9	8.0	0.009309406571150938	0.0036602490269904337	0.007196482714172264	0.01054826572347078	0.01078466179178558	8.0	0.01200277681472716	0.004051079534051801	0.009239545912493676	0.011670126224256951	0.014716993981504993	0.0011218605007861718	0.17216723606659268	0.4394795236436708	Ruminiclostridium_9	0.14576240816081487
Ruminococcaceae	8.0	0.003667752789614239	0.0017157647870865557	0.0021605902372515387	0.0036069217072530356	0.004802193408242917	8.0	0.005711325101164051	0.001761286969642005	0.004691506594786862	0.00519544471938929	0.005784518406029591	0.0015885230121362543	0.05870740843120496	0.23727577574278674	Ruminococcaceae	0.5259963215372432
Ruminococcaceae_NK4A214_group	8.0	0.00042058000442373865	0.00025383253225181565	0.0002800161599735017	0.00036405954218890295	0.0005730708707997835	8.0	0.00011518626113624047	9.70726955081793e-05	4.905904282652444e-05	0.00011389554172330386	0.00014966747073499626	-0.0002501640004655991	0.011718685599768571	0.08743942332135012	Ruminococcaceae_NK4A214_group	-1.642832412852977
Ruminococcaceae_UCG-002	8.0	7.8110907546122e-06	1.459860582312061e-05	0.0	0.0	6.8837337371790455e-06	8.0	1.271341863881407e-05	2.7947022751965278e-05	0.0	0.0	5.668677157498526e-06	0.0	1.0	1.0	Ruminococcaceae_UCG-002	0.0
Ruminococcaceae_UCG-003	8.0	0.0007610008022039108	0.0005644266789608093	0.00048047315967262195	0.0005895848516102544	0.0007485266654127614	8.0	0.0006875057089536495	0.00047525995250317606	0.0003666153170421641	0.0004985719355029791	0.0009943256193603635	-9.101291610727534e-05	0.528612125255687	0.7121580020805784	Ruminococcaceae_UCG-003	-0.2401454545989523
Ruminococcaceae_UCG-005	8.0	0.0007973742242185774	0.0005342669749077981	0.0005034725103362739	0.000758869489079769	0.0009440661501747762	8.0	0.001298195211756779	0.0005691748533197292	0.0008083657875277213	0.0012513858633112552	0.001695141604218358	0.0004925163742314862	0.09289194088370446	0.30035060885731113	Ruminococcaceae_UCG-005	0.7186585875448657
Ruminococcaceae_UCG-009	8.0	0.0010447729313507476	0.0005114042498492062	0.0006711668821030292	0.0012319189633215452	0.0013855980468873619	8.0	0.0011759488865397778	0.0005741666342293229	0.0006160990252129593	0.0013149666758086847	0.001603411473955014	8.304771248713954e-05	0.4622499461255404	0.7005975745965222	Ruminococcaceae_UCG-009	0.0938275181420618
Ruminococcaceae_UCG-010	8.0	0.0004375642523347874	0.00030739058617956447	0.0002580397427750227	0.00035040494461672416	0.0004682251642841772	8.0	0.00033228023107652126	0.00020542509622361148	0.00019369057612691974	0.0002763256473846187	0.0004663366975420296	-7.407929723210547e-05	0.4622499461255404	0.6692275339429465	Ruminococcaceae_UCG-010	-0.33834702733921773
