"rab.all"	"rab.win.trH"	"rab.win.trRT"	"rab.sample.B121"	"rab.sample.B122"	"rab.sample.B123"	"rab.sample.B124"	"rab.sample.B125"	"rab.sample.B126"	"rab.sample.B127"	"rab.sample.B128"	"rab.sample.B137"	"rab.sample.B138"	"rab.sample.B139"	"rab.sample.B140"	"rab.sample.B141"	"rab.sample.B142"	"rab.sample.B143"	"rab.sample.B144"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Candidatus_Arthromitus"	-5.38225721280305	-5.73419023597778	-4.90895425602601	-7.72638354895618	-5.80236957976832	-1.2002724033009	1.31290729676226	-6.24851912750754	-6.49488506333571	-6.42708112178512	-8.17889311517087	-1.92518227192508	-2.71667477775673	-5.70333835963203	-1.96434507173841	-6.06816156322512	-7.08853803123677	-8.3674582968607	-7.53353107494713	-0.376286427915813	5.81681064356398	-0.0642950053038764	0.484375004971902	0.641817962154498	0.8397280975415	0.684128545066045	0.85172625053347	"Not significant"
"Candidatus_Saccharimonas"	-5.54008570389797	-6.24230756980248	-4.60162749474452	-7.90682425522625	-6.14782142073739	-6.99914005207295	-6.50685280998861	-5.54964982921354	-6.87204229189429	-6.95339892948847	-4.30379970419762	-7.69375995334421	-8.54969621445003	-5.94123130298669	-3.3385569005829	-6.01772372606605	-3.90011073775315	-4.09786157801885	-2.78808736476181	-1.39041117859293	4.40647750754526	-0.282264742382479	0.352826561744831	0.423384802390278	0.683781492425799	0.366272095959596	0.618787784416282	"Not significant"
"Candidatus_Stoquefichus"	-2.75045857183494	-3.93198528363223	-2.04778656777373	0.920945234578117	-1.11633427783824	-3.49379906743996	-0.37539149141684	-6.63518230945518	-6.59966920291391	-6.78091903917588	-8.57637523742464	-2.31284861098616	-3.92924799364216	-0.397242182385523	-7.39821739165846	-0.458014984139888	-1.70833837214588	-7.60279280517206	-1.41865283739857	-0.729662636527929	5.33743229619862	-0.127724732404043	0.438596510969397	0.557565593508225	0.802789031213125	0.724337121212121	0.878636346361844	"Not significant"
"Christensenellaceae.other"	-0.567362597549585	-0.275247820991591	-0.830581113796404	-0.669600471166809	1.28971225877087	-1.19197590017129	0.550492518946872	1.07033441474339	-0.101662012636479	-0.639937148239761	-3.46502512093919	-2.10584097348396	-1.92811017908326	1.69208515840161	-2.13262031007502	1.50942490304892	-0.850125052799753	-0.699230695423403	-0.457462798555819	0.383217166315099	2.26125015633422	0.154235398203386	0.447265641952356	0.754516140717151	0.891964516876319	0.657924193861694	0.847182685307545	"Not significant"
"Clostridiales.other"	0.352503131983357	0.365858315980562	0.335666569259255	-0.669331203009136	0.728602446204992	1.4638351346808	-0.764438324776464	0.0435396291759576	1.09680000829379	0.724054985236587	0.0394362990095507	-0.31554402770308	0.266363168285435	1.72494673879641	0.832772051138012	1.18915759921184	-0.0833920865146727	0.367180017722783	-1.17508894357049	-0.0503624013300152	1.29754774245852	-0.0379400935529951	0.488281253727333	0.810927457641183	0.919263107077658	0.824360188422688	0.927356291698273	"Not significant"
"Clostridiales_vadinBB60_group.other"	3.97823087053434	3.6632077722504	4.27437194306478	2.02967208675326	4.28959965148126	4.27801205771014	2.22936183290049	4.24600328646669	3.87267766872807	3.42327955034779	2.47047844703402	3.82695463643485	4.37575776986059	4.81417811297186	5.00855732312901	4.09897717691186	3.27266592760654	4.69481803250197	3.57829741336791	-0.765778027988604	1.28939633777166	-0.606022366116775	0.245614143772602	0.0655525226136904	0.368702713728296	0.114294386169386	0.417637965537297	"Not significant"
"DNF00809"	-6.05781362875578	-6.24892948673701	-5.57507008997574	-8.11666302436818	-5.93931618764393	-2.21117778464309	-5.98659807976557	-5.52322610493812	-6.55852892565699	-6.68159723122501	-8.44936972287576	-3.34724356827641	-8.13374445005607	-1.57681107370276	-2.66044206220632	-5.61796801578357	-7.21684826237578	-8.00619179292778	-7.66306654265964	-0.872888231548223	4.88922486317497	-0.16674423479428	0.421875025456736	0.546074573739787	0.787687492655234	0.5721858003108	0.783955985773887	"Not significant"
"Defluviitaleaceae_UCG.011"	0.100183210029467	1.41653885825548	-0.227188223795189	0.582092336939815	2.44687631041541	-6.95310218082478	1.40794831811321	2.4104539926061	1.55375759097515	1.63977488993496	-0.198851220197026	-0.214380090317877	-2.69751337895166	3.68814670702236	-0.456348222459325	-5.98619483448668	-0.0556576060808833	-0.121320285350599	-0.00728387667424446	1.63097612422116	3.46493587688933	0.373551986316008	0.274853890594865	0.513148121986073	0.783351079858747	0.145942599067599	0.46899580306424	"Not significant"
"Eggerthellaceae.other"	-3.02925055308178	-1.43099832334645	-4.15318780521855	-0.331016527912725	-0.387987232834144	-1.30422676058591	-1.62375062197166	-0.137561522881819	-6.80348805051533	-6.52616564077181	-1.87830573115779	-3.80289350664369	-3.17145521766525	-5.93023083629971	-7.05128396835942	-6.35568458180815	-7.13421535391502	-1.85157066507882	-3.15391084206967	2.80020382700698	3.96588531526904	0.624472825727232	0.201172022780767	0.167219669941311	0.46696995980367	0.0562852078477078	0.289355177359405	"Not significant"
"Eisenbergiella"	-2.51258251944445	0.593062123235679	-3.5269233277144	3.6330372036443	-0.196418904072325	-7.22617927847924	1.14382539614015	-5.91573735022924	-6.92288746951132	1.82443610122619	3.68878424429736	-3.19328862405998	-2.08981304354566	-6.34657142706475	-8.13702089074789	-6.09427878828788	-0.974336000667392	-0.784189418586904	-7.75065679102683	3.94980227163675	6.77356262848412	0.495252054020314	0.277343838288176	0.229248309621439	0.561135389508378	0.167010246697747	0.47473634259716	"Not significant"
"Enterorhabdus"	-7.00374314253325	-6.91648553560548	-7.1022135871888	-7.83809491483743	-5.76564809489078	-6.97597442921116	-6.46974000523025	-5.44317985142373	-7.12550159018803	-6.64710302620337	-8.29303478502163	-8.10220832753661	-8.6892504911396	-5.87553589879323	-7.40696811473684	-6.097269590631	-2.74455677922885	-8.14255079683254	-7.86935348402	-0.102903898101746	4.39530638664935	-0.0247064197028143	0.490234378105589	0.534069883688847	0.766858249254725	0.553611839549339	0.757224921512774	"Not significant"
"Erysipelatoclostridium"	0.581976675059275	1.47634752644659	0.00281065927596202	3.42343578800707	1.81079846429998	0.13538113149925	2.21669223191824	0.970627200927092	2.04300248460604	-6.7110818850956	-2.05006871232227	0.222445054219224	-1.17190551484325	4.32976101535032	-0.166424523090429	2.70889138951537	-1.14681571552945	-2.23947448389252	1.03161189510657	0.747526832690258	3.70845057400202	0.151115999735232	0.443359393239607	0.826264859073304	0.924507215187563	0.770379273504273	0.903656239192444	"Not significant"
"Erysipelotrichaceae.other"	1.64515878872695	1.81923940809033	1.06333921006819	2.08482125978608	2.85957274746879	1.28242951158884	1.70610038117747	2.66637485177885	1.84108414886651	1.64427417608069	0.617669856748321	0.66668887807958	-0.696849196760613	3.92306521620286	0.406650769879796	2.31906145300193	2.81048776092591	1.42519602627861	0.170403735477755	0.643497263654409	1.63239601926879	0.337751469819063	0.373046918138304	0.488575809757769	0.76915279625845	0.456293706293706	0.741412438350048	"Not significant"
"Faecalibaculum"	2.31305142625455	3.51905602031187	1.81570681496685	-1.93383818173871	4.04787997629211	1.85423130128342	3.01869177259651	6.26854109579083	5.85496097885081	3.88952055896605	1.98314894491079	1.40197681798222	2.38933930273996	4.08446700188739	0.841765983936717	4.34777935397005	-0.224237435699864	1.17440590702596	2.21312004495119	1.59132766789502	2.90986718742473	0.441791053798046	0.306042957286198	0.335498520667723	0.699258511477211	0.276291763791764	0.606642851549014	"Not significant"
"Family_XIII.other"	-0.781945062018392	-0.724908851837723	-0.809853136492611	-0.995670294718287	-0.631918912996829	-0.344067338220464	-1.14055328972796	0.631574238985833	-1.53363521962545	0.595384096939672	-1.09229278805779	-0.80148185174423	-2.76335430002589	0.412872559540975	-1.21981870737976	0.329346156814919	-0.74302724488861	-0.970024796592547	-0.808283105519692	0.110611627264738	1.30645464234945	0.0885508453185049	0.466796885601726	0.571746576712318	0.804447022899439	0.686480186480186	0.844537741407399	"Not significant"
"Family_XIII_AD3011_group"	-1.71067456809156	-1.62200820760676	-1.91195543740094	-1.74926702909299	-5.78727002850084	-6.79504457810542	-0.359009711804758	-0.260070938557975	-0.597731533828641	-1.39819582839285	-3.90631595863317	-2.55282198894559	-5.08688398165045	0.891954671156145	-2.56130748545072	-5.85631789622552	-0.266040994605921	-1.4630644302889	-0.904849706765757	-0.244139429820566	3.63009254901263	-0.0557884574034344	0.481481487353479	0.687766768408428	0.86479422534573	0.853615481740482	0.93618235961168	"Not significant"
"Family_XIII_UCG.001"	-2.08453090143271	-1.92816192788704	-2.16385929006517	-0.725425453565146	-0.477691278027814	-3.41959957516116	-2.73558115676732	-1.18970970700097	-6.21906481542439	-1.47011485302169	-2.99801298023549	-3.32791176922787	-2.24003003220514	-2.2156507912595	-1.40845965434146	-5.89311874714276	-1.27554374184212	-2.55241262978008	-1.44245863608694	0.332907562880092	2.32054916160697	0.105615984187948	0.425781274125035	0.695982341255997	0.86401597574773	0.701129079254079	0.85819935317146	"Not significant"
"Flavonifractor"	-2.06693327013383	-4.68614570825747	-1.68136747175846	-1.8565458126502	-5.72837058672214	-7.06668087349183	-6.28610080108604	-5.87997351680813	-1.366888296884	-6.93382991622596	-0.951257934691109	-1.6980750764651	-1.78798897021279	0.0621612986481601	-2.92650852138958	-0.134176283958542	-7.2063357046457	-1.31210178310662	-1.92735852158269	-2.44470876153221	4.22391011637508	-0.497864243830685	0.272904574031049	0.14642051954035	0.471437759430439	0.155271464646465	0.458013495846097	"Not significant"
"GCA.900066225"	-0.447545568252296	-0.490292046015471	-0.395654911642154	-0.386498132182038	-6.34706672757234	-0.146555898606194	-1.24217152990803	-0.593740610932635	-0.667825060763348	-0.0294161307528604	-0.307283566820972	-0.187359817051171	0.796996642977612	-6.28825826024865	-0.151142897980288	-5.82922847696474	-1.12762439134516	-0.25468429000852	-0.35266528568395	-0.0148981602345382	3.24127869038577	-0.00357887913817681	0.49707602431773	0.640005997475814	0.840072319099694	0.758384324009324	0.894482363122161	"Not significant"
"GCA.900066575"	1.6567879709684	1.99968544865956	1.21204971252862	1.24014563239756	2.57778824909972	2.17184264660719	2.18371140653796	1.78667579961688	3.06878043018222	1.82994048579425	1.65290204854415	0.846487063970899	2.53681626439492	1.054540968238	1.39733927638568	-0.239378100145693	1.88309753953345	1.08805272269081	1.25806020686155	0.801865417455084	1.02913289392493	0.770651226123615	0.195312654068659	0.0519540461353028	0.317665102674475	0.0545442404817405	0.288119464704489	"Not significant"
"Gastranaerophilales.other"	-6.02364967358832	-6.05112217201261	-6.00770643799745	1.36481839758641	-5.99308569445543	-7.0907404343532	-6.22373502546732	-5.93664178077507	-6.77205834479959	-6.03325173563341	-8.03931266461632	-7.84653371148864	-8.30794992653209	-6.77350275435285	-7.77728341070504	2.00203293299392	2.03802618549342	0.386140066775932	-7.89254044278598	-1.03176024972664	7.97358932164304	-0.141592843409173	0.415204706008374	0.537363974641681	0.778809409472327	0.638687354312354	0.81163746327546	"Not significant"
"Harryflintia"	-2.47034411830738	-4.38434960900298	-1.83373558424637	0.041242278317112	-5.49658423112371	0.574925964994073	-6.29178473859463	-6.27158888094365	-6.24324824816255	-7.38030273615403	-0.261392141728286	-0.747980099425545	-0.296224912515163	-6.28844365895338	-1.50887005123475	-6.04465216231652	-3.18630103084132	-0.728362861645941	-2.22118718915034	-1.08522151162681	5.36494134239583	-0.195366530798444	0.437500020183555	0.470275130702635	0.748299158446561	0.75251554001554	0.892199553869545	"Not significant"
"Hydrogenoanaerobacterium"	0.412319380756292	-0.153739463601325	0.59317997107522	-0.492475494910536	-6.17505631927776	-0.27350792415749	0.817654779063566	0.608417130405318	0.741120960122627	-0.352864345172653	-0.37996075948393	0.482101975035147	0.653747779412204	0.240419582897278	1.33803036880032	-5.73014503351034	0.474874943084307	0.650538093737349	1.50960761881169	-0.683800460193229	1.41219143662199	-0.199821735498782	0.302144323796076	0.6208720047359	0.837475841321563	0.213699494949495	0.529113545839287	"Not significant"
"Intestinimonas"	2.83482160597779	3.16751446351418	2.48986379925331	3.02770358358971	2.91406949024595	3.47003942583479	3.25674385227009	3.09183385805845	2.06362652475034	3.66046949775874	3.19816032511413	1.78887243315051	2.6082413059068	2.84376332633385	3.15981086169205	2.15090351892756	2.58443344104647	2.46265182415413	1.64200397574536	0.684377560049787	0.74884825200917	0.869281983181988	0.17773455024556	0.034063424351428	0.246575996215654	0.0327505827505827	0.227354190971232	"Not significant"
"Lachnoclostridium"	4.43474175592173	4.22256409927991	4.65057443172019	2.32525728040191	4.72791247365222	4.19827856272872	4.42329688677492	4.23301623416441	5.30927580769236	3.90439377547787	3.98857213516843	5.10149408710313	4.71862726807363	3.84720057594638	4.64187904107563	5.06622562092299	4.78100511975132	3.19430253139328	4.33913542121724	-0.387565851547936	1.05328832312973	-0.334350912256599	0.359375048543257	0.431430226360226	0.755394784502378	0.413527097902098	0.711919413772384	"Not significant"
"Lachnospiraceae.other"	5.85755851667491	5.90330311593647	5.83546851331594	4.04425253711003	6.26190323061164	5.81205180102539	5.14566919074276	6.4888397380726	7.37556852475121	5.93162289070179	5.73977324118071	5.95168680665233	6.41902756512183	5.86470483042278	6.30111605750858	5.595799255722	5.68283001206351	5.67359627342518	5.42527393948092	0.0735214425527371	0.943068994899999	0.0508675113533252	0.474609383092319	0.855948965685802	0.936883728176226	0.785983634421134	0.908310462088302	"Not significant"
"Lachnospiraceae_FCS020_group"	-0.538623650081061	-0.906816840628099	-0.045012154385689	-0.978449193532585	1.60514471289886	-0.083185912316182	-1.89894224016582	-5.6854557109339	0.015810743297771	-0.82786403905855	-2.46808944281118	0.865468424740818	-0.647797190058281	-6.8462878391184	1.29593089980091	-5.82450405236837	0.262560755179785	-0.513573446769378	0.650052039462333	-0.535443855200224	3.75786552887215	-0.122036293408547	0.405458120715593	0.750059883016662	0.895431796416905	0.569843871406371	0.815013775125084	"Not significant"
"Lachnospiraceae_NK4A136_group"	7.02162896395044	7.18089498008051	6.84681077950865	4.8270527870617	7.69950346121245	7.58226109636642	7.01106665502414	6.85169975147143	8.09957158665417	7.05002985373459	7.16021078202233	7.14937431300613	7.16587708404558	7.08790509094474	6.88958815302824	6.46277847551022	6.80229575044155	5.86810835822852	6.018731716832	0.47482622394315	0.925528489784145	0.431390010735465	0.278752523763283	0.407001358786023	0.728346765287425	0.190593434343434	0.498763799821195	"Not significant"
"Lachnospiraceae_UCG.001"	2.03658543947259	2.09642264868104	1.94425652301109	4.27678232875798	0.980708830083842	2.16920641287703	1.78494659236989	4.96327908961785	2.50539627596665	-0.924560035431056	1.99593197751922	4.51319925082332	4.74089703143471	-1.14853631577793	-7.6278389926538	2.08726039944746	3.00929067929467	-0.268953181647011	1.84711854130191	0.245171455284163	3.45811616649958	0.0513287840688847	0.455078139396467	0.427284924871329	0.748334472213694	0.754381555944056	0.89589660172497	"Not significant"
"Lachnospiraceae_UCG.002"	-4.7574851202447	-4.54858131459022	-5.02676970839338	-7.47534203962814	-5.96679733430376	-2.65595436285034	-6.58307859080035	-5.57638493151591	-6.53202537714201	-0.786881942887013	-0.457470824882933	-2.09625631876784	-1.41740670727008	-5.7591886692015	-1.21247546825753	-5.97822517821465	-7.36441387562561	-8.18977360509884	-7.69263215237837	0.427888154740814	5.62672644513841	0.0673631169062952	0.466796885601726	0.599773555377945	0.817518880983839	0.675921474358974	0.851772850078991	"Not significant"
"Lachnospiraceae_UCG.004"	-2.4335623197673	-2.8907411737241	-2.1231372768144	-3.02688989556142	-6.13219814455095	-2.91475160783112	-6.41397588260281	-1.27408560484914	-0.325822843903543	-6.24502829862679	-1.8606558319905	-0.225271518088086	0.17488222418674	-6.50977099305018	-1.14572685892823	-2.09177426187058	-7.11664890191026	-2.41141473715327	-2.42262477778277	-0.845228828113408	4.2781233169894	-0.188752323636585	0.382066316347134	0.562064981772887	0.800802316948491	0.505542200854701	0.764416618066639	"Not significant"
"Lachnospiraceae_UCG.006"	0.61350482625318	0.455886513388848	0.743530753300741	-1.05777002531917	0.129963307527768	0.249900573417835	0.667997187945237	1.32687404472955	1.4827035113208	0.707733472443772	-1.07397790106507	1.00201480358255	-1.20503195930843	0.848713082304235	0.918633571539146	0.0979557533410702	0.804073699959601	0.243265252777407	1.00094971044131	-0.116508278104762	1.27014026977584	-0.0797742856466075	0.453125015033269	0.715182121962151	0.8793875179097	0.731988150738151	0.880383032958196	"Not significant"
"Lachnospiraceae_UCG.010"	-2.8562085514427	-2.37734053861883	-3.60718117569263	-1.97294304813563	-5.35498263880052	-2.19247727406273	-2.06607647357858	-1.7395169758178	-6.47142322229959	-2.60406503558682	-2.20925571532271	-3.00073318535386	-8.63466474669461	-1.40197068539903	-1.34237881053352	-5.62285469302303	-7.43377583070135	-4.02702277765276	-3.34564138290172	1.04366481587625	3.66227961954505	0.221064880419995	0.357421924336001	0.4321300255434	0.719070135994232	0.445175310800311	0.715067170362863	"Not significant"
"Lactobacillus"	2.67697967671349	2.67697967671349	2.76844072498592	1.63328428600871	3.454742805865	3.13547650771416	3.28162327326248	4.12406806389645	2.1916708382786	1.58049778153738	0.16232699422565	1.43127412465148	0.903254549193956	3.97695989816929	1.83951989360455	5.37899490468885	3.78314127556034	2.06573298609984	3.29424694923265	-0.3058274245715	2.04194821461723	-0.14882465436299	0.421875025456736	0.591006529224468	0.829872995353553	0.693244949494949	0.878487270548491	"Not significant"
"Marvinbryantia"	0.366492318968164	0.311410077621082	0.505552164400744	0.0666303452217383	2.93750865116093	0.37559606126267	-6.64623756166187	2.67988935990168	0.141991868853714	0.765748578250006	-0.624928038439773	0.0640199013423066	0.147719768112538	-5.68408990162994	2.25744063183926	1.67068361270827	1.91498292890933	-0.0841216746849991	0.890096163998706	-0.11444149173396	2.66694271754855	-0.0293874662557311	0.488281253727333	0.803770376989892	0.916002504076284	0.850105623543123	0.934558958318344	"Not significant"
"Mollicutes_RF39.other"	3.08098914131383	3.28134321288828	2.99268970900574	3.84753935912352	2.93802575370742	3.58664219544931	3.58921490314783	4.07686983840457	1.05224663273405	1.50088552977703	1.11143619224743	2.84156653140387	1.96189142428434	2.58183828759537	3.55286769648939	3.92520064238657	4.76609033414797	2.55454040673956	3.12940178964653	-0.286892851756961	1.76425498706393	-0.161210736430982	0.443359393239607	0.440080119620754	0.759164504609103	0.735474941724942	0.893056780332456	"Not significant"
"Mucispirillum"	1.99375820558118	1.73500764418793	2.15167161913708	2.39994746802364	1.83174288797053	4.4145977618527	1.29917005061614	0.899157468988749	1.57223110631527	1.24920028358972	4.77807380251408	3.06166067403837	3.28072035065894	1.98544774452715	0.613381765179212	2.30486068393833	1.89109742262612	2.41065235537533	1.45823612023142	-0.1531346287306	1.57009281164924	-0.0881886835642238	0.469785584651283	0.753559181675273	0.895765562143498	0.797309634809635	0.918930878451534	"Not significant"
"Muribaculaceae.other"	9.83057729757105	10.2208047841279	9.17510861916839	9.33920961409613	10.7804599677262	9.93477701313376	10.441875905054	11.1203674180473	10.3765112911796	10.1085338821335	9.13608445634586	7.83939462514816	8.57398978714236	11.2706519638904	8.9218250510813	11.2381387119493	9.28235212559008	9.01566935857236	9.75089416933371	0.84223498811803	1.40404386987181	0.503090353848953	0.296296373636616	0.215618628828709	0.588360820386947	0.207720231157731	0.528802392693557	"Not significant"
"Muribaculum"	4.46510114735476	4.87850679283389	4.27759024283263	3.24717895875431	6.20367344399262	4.9621964661759	4.79629315770304	5.64516317700311	5.20127187117329	4.42961766097133	3.3049251037157	3.75658485055909	4.43469909301764	6.09634655189961	4.19209183207857	6.35778346117775	4.21510621750887	3.87806818457464	4.21463155571826	0.314651787534342	1.68691057426122	0.20802568746179	0.438596510969397	0.850353672324771	0.934397768228042	0.721434294871795	0.881085745142062	"Not significant"
