"rab.all"	"rab.win.H"	"rab.win.RT"	"rab.sample.B169"	"rab.sample.B170"	"rab.sample.B171"	"rab.sample.B172"	"rab.sample.B173"	"rab.sample.B174"	"rab.sample.B175"	"rab.sample.B176"	"rab.sample.B184"	"rab.sample.B185"	"rab.sample.B186"	"rab.sample.B187"	"rab.sample.B188"	"rab.sample.B189"	"rab.sample.B190"	"rab.sample.B191"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Angelakisella"	-5.69107683453104	-5.95206340374679	-5.46828727782945	-7.06901890866324	-5.58550160553221	-6.00262262475746	-6.46786259913246	-6.3052003190645	-7.25771458540969	-6.40810225078504	0.439731958386087	-7.2226540055464	-7.02560776565449	0.513686506064016	-5.60359057254789	0.140961131463197	-5.81599736004811	-5.35559425566275	-7.80249088792737	-0.758696955520704	6.08634774186085	-0.128256233252345	0.421875025456736	0.56189118630901	0.699151834066966	0.579366987179487	0.704104789297822	"Not significant"
"Bacteria.other"	-6.18252709054406	-6.21060914209907	-6.12723844401281	-7.02583101580468	-6.48824440282691	-5.9716382123807	-7.06830460161074	-3.47913272604007	-7.38807064086174	-6.24411007717912	-6.52332026503347	-6.36181860391063	-7.32773383497225	-3.03824848883307	-5.69049401523633	-7.26831254095984	-5.51099405657867	-6.04949399560713	-7.87463050230901	-0.319565834151034	4.2291298271547	-0.0607193562142478	0.472656258718407	0.554043527614064	0.688467877135581	0.591741938616939	0.713084427098058	"Not significant"
"Bacteroides"	6.55476706854616	6.51334391436288	6.66097517346893	5.41889896504211	6.59923298923081	6.96198113720195	6.42238331229339	5.63431622981255	6.24824424096193	6.94567302846731	7.27341357197117	7.05890484059973	5.77168551605997	6.40306618169741	7.4778531956883	5.97241537699631	7.18270027257182	6.90453758827651	5.85608016619108	-0.172971689921188	1.03713031061352	-0.161736555897022	0.43164064714476	0.678760855131808	0.803961553493465	0.716034139471639	0.8141604464558	"Not significant"
"Bifidobacterium"	-4.62918451281759	-1.37192396050862	-6.52783423847443	-2.00987775863432	-0.74395425380763	3.46752982149921	2.85092840760704	3.96028170083128	-2.83941227899202	-6.1401344998668	-6.33573987258704	-6.39126449124545	-7.33243186083873	-6.20441724704095	-5.32354756636557	-7.88611237797676	-5.46384591950781	-5.73384778470942	-8.13086255571664	6.49258137994598	5.60442672142585	1.01025036648902	0.120857982285373	0.0239484207877043	0.110333720758309	0.0193776709401709	0.10387883724312	"Not significant"
"Bilophila"	-0.980811728663882	-2.38345166487372	-0.487354126053622	-0.879443976808854	-5.73981769500312	-6.2563299554144	-7.04641625366504	-0.567360994443282	-0.253976693703265	-0.883295551307842	-5.86749880548832	-0.678462737997588	-0.0185407478634918	-1.39762168252205	-5.39973877759591	0.520623994395866	-0.153886476826367	-5.72380654535045	0.942471897634816	-1.38086995618983	4.76986543180923	-0.288374984736552	0.283203209874398	0.296939326576214	0.482539688479963	0.20739729020979	0.403662447700443	"Not significant"
"Butyricicoccus"	1.85878424978647	1.74198179180831	2.12953266699824	1.04493543902789	1.84142661067734	1.23927486572596	0.702218317993703	2.13060895266919	1.84703279897	1.85350408854753	2.22805960432368	1.34310505006813	2.21441824541289	2.01829410955465	-5.5108792856074	3.55327551019154	2.99490538382761	0.732069964026522	3.18355024528011	-0.555138727642055	1.47368399681534	-0.174861652135106	0.373046918138304	0.770823577885189	0.856769874221739	0.456517094017094	0.634647345075031	"Not significant"
"Butyrivibrio"	-4.8829926627034	-6.24417918635711	-1.88992652880943	-7.04950116485368	-5.87162875852066	-6.675194379238	-7.15527682230502	-6.9298309990459	-0.482029554371373	-6.64354829963999	-6.55894761744356	-1.08342904115085	0.476752736080448	-6.56354614106303	-5.38022336629286	1.09155907321704	-5.72041650191776	-5.81547907980424	0.67275954613428	-3.80072770964965	5.80637365998358	-0.570174956983715	0.251462092831322	0.168837685684477	0.343034354200824	0.156322843822844	0.328915441209715	"Not significant"
"Caldicoprobacter"	1.12208448173071	1.33262657578294	0.916027772234043	0.645126998143318	1.63867622238976	3.2419988739947	0.94215138195568	0.758397186079066	-0.29721815471311	2.00667438242323	3.94639116204361	1.53507932086574	0.177174847379198	2.68495255887571	1.32474948186169	-4.20379214538222	0.465819622187543	2.49618019523666	-4.27353603732056	0.877973089220473	2.67038831684212	0.291683542983673	0.36132817275589	0.187583908889978	0.396163014863077	0.397026757964258	0.589165191361215	"Not significant"
"Candidatus_Arthromitus"	-2.45888632019594	-0.917065299278693	-4.75311183520377	-1.32085428096572	3.00959849061713	-2.65179476642408	-0.449115074691201	-4.41554476770909	-0.181310859048598	-2.47249116221989	0.202079229988137	-6.70014837849019	-6.8936820506594	-6.88900935339533	-5.25118096687291	-4.15694230041507	-5.61293377673222	1.64821313133199	-1.06761557819988	3.55754376245902	4.63403914926981	0.725721729425886	0.203125145759588	0.0593784383963565	0.218265833826403	0.0608075951825952	0.210626704081101	"Not significant"
"Candidatus_Saccharimonas"	-4.54141438664763	-4.40564843056288	-4.68096568527941	-1.60378157442493	-5.4561523251612	-6.24979057086381	-1.39688138582157	-6.58482749904292	-6.76204890052337	-1.24674265980043	-6.21483701357154	-2.62061162988529	-7.32690800173315	-5.94988276027729	-5.47194312552612	-3.00174987690261	-5.66938562980964	-5.75658447752215	-4.29452140406454	1.022794556224	4.64648842106303	0.178118466884133	0.425781274125035	0.565039139818313	0.70573894466011	0.59579933954934	0.72070542072099	"Not significant"
"Candidatus_Stoquefichus"	-5.8786810742135	-6.19593629277572	-5.53643936093374	-7.84496515587293	-6.48995655771623	-5.93436784758243	-6.84741781616902	-1.48567410315398	-7.39320541278767	-6.57544553809056	-6.27909778454247	-6.71879387790657	-2.55210383663661	-6.13336314863746	-0.282630865784476	-7.25555065564487	-5.86397612632459	-5.56850951881759	-7.74727166412267	-0.839148305500204	5.3341304280826	-0.144189134813768	0.42495129136866	0.54979548486192	0.684875272462066	0.5795320998446	0.706529834994323	"Not significant"
"Caproiciproducens"	-4.94610068710684	-6.63133655863148	-2.61421004190398	-7.3464064500991	-5.79929439243479	-5.5871472572216	-7.17947016735174	-7.09950365978332	-8.10950235323758	-5.98929917409145	-5.7832438153417	-6.67797604783556	-2.31963094520821	-1.45641358600327	-5.26522775235691	-1.59229933919603	-1.16649077283811	-5.46452557454509	-2.92438798243712	-3.46381939674152	4.19184997570792	-0.805181941820403	0.163742884456272	0.0936842507785168	0.219846718071046	0.0530606546231546	0.170647668341376	"Not significant"
"Christensenellaceae.other"	1.77418350140862	1.98734159867042	1.40408378852437	2.13097538370025	2.48041279174377	2.46231813819209	1.74267520391482	0.558972399319739	0.201331241551123	2.153868050833	1.87746694159195	1.67850594874146	-0.893985207766471	0.986882266408848	1.96888666448229	0.547632499408507	2.116965449026	2.23090457008264	-0.182913966868736	0.526860046202556	1.61522380912355	0.326508731297951	0.314453193403536	0.2525454176132	0.453983463871278	0.282808857808858	0.479960321248423	"Not significant"
"Christensenellaceae_R.7_group"	1.97949078701962	2.01237572934579	1.97337081229803	-7.36793652405563	1.46407159392405	2.62527691116378	2.51166621653958	0.365881250989029	-0.966953235355447	2.57345938118262	2.57144554705699	2.25154102367425	0.659657064457654	2.10466832559316	2.64157602339203	0.890043209495248	2.81639123842478	1.8420581585441	1.28050347525519	-0.208120760567116	2.03352633712189	-0.0640489542788184	0.45224173066165	0.315580958586994	0.518260591862521	0.726124222999223	0.821374772111115	"Not significant"
"Clostridiales.other"	-0.674941402084227	-1.19562397737944	0.575405062359144	-7.46333103063405	-3.49732011969808	-0.915646519490436	4.01550905558753	-0.767489943067591	0.185434299814045	-6.47528830353917	-1.20048146427602	1.44365174072801	0.860038917440724	-1.42879207408026	-2.09027512280489	1.28842979786666	0.229569476709741	-6.54515988107379	0.760969995322536	-1.46768349081554	4.53675250545725	-0.293579978157892	0.322265689671948	0.452318533405364	0.629325714558409	0.303840083527583	0.506822537291598	"Not significant"
"Clostridiales_vadinBB60_group.other"	3.03926378152422	2.8417724345125	3.11146426082369	2.26866198876952	3.67623573003708	4.45093120377559	2.10645458580868	2.51896755400182	2.50696714841138	3.10387509898613	4.50924544719228	3.61469100974751	3.13777811146477	3.00019382674065	4.30937605786939	2.52114020659038	4.67857362350649	2.80383266264719	2.44622532663949	-0.217881009583006	1.44731410509887	-0.151131643789274	0.417154023075327	0.694552422948344	0.811909286488385	0.598419289044289	0.737592463344308	"Not significant"
"Clostridium_sensu_stricto_1"	-2.62847095549744	5.22155658959267	-6.82955996730625	5.32732407171959	6.8557324861752	5.85213415744808	5.46617252421866	5.11275465349307	-2.12236696443847	3.57822878217305	2.70421528102602	-7.22973827219344	-7.20343652213156	-6.46242875913383	-5.69499348869862	-7.38687433880187	-5.80951256650983	-5.87380848935619	-8.09248324605187	11.4029926748089	3.96348509302619	2.73707007596493	0.00390865404955307	5.27293321208431e-05	0.00223813635412932	0.000171182983682984	0.00780784608909609	"Significant"
"DNF00809"	-5.58874704718727	-6.05156318590674	-4.81422753613471	-2.68753340161602	-6.09249143826314	-5.85435529086472	-6.52308959058154	-6.89453640722509	-7.45541420527597	-7.36415950307191	-6.19377232552945	-7.60080581926899	-7.39536938398399	-6.65922286994775	0.124642459334645	-1.26891763942153	-5.93133827079115	-6.00064357544685	-1.4280228739608	-1.92516407933105	5.56082585663927	-0.305261723455512	0.346978610966909	0.440109585299472	0.591017499463928	0.449673416860917	0.595806471640552	"Not significant"
"Defluviitaleaceae_UCG.011"	1.48765057084871	2.32204270104214	0.316427645559393	1.66581247104364	3.09464100264697	1.21596044464149	2.37985012881977	2.90014420784318	1.15943746322213	3.06269875463575	2.24898819552138	1.05279387748255	-7.04344126870596	0.588429303426601	2.19325264089865	-7.25723650576987	-0.165777744617842	3.30867041063537	-8.51130507788491	2.22409063166012	4.67444619932669	0.656654101000326	0.1929826121978	0.0513033409260855	0.210863134681065	0.0412393162393162	0.1718283613214	"Not significant"
"Desulfovibrionaceae.other"	5.51325838244172	5.20123252205387	5.61341513904946	5.8900878509407	4.58024241625747	4.3784832366619	5.30573132308747	5.85702154709745	6.03129954719238	5.08834257505458	4.64904196969361	4.94092800878237	5.77061198225746	5.56222407212074	5.43017620794675	5.85387323596973	6.33167709035268	5.34320802143169	5.55813631869616	-0.428591845590812	0.837304295288682	-0.440397907745576	0.335282709580022	0.210628190120656	0.407639907488993	0.334975961538461	0.533718328026392	"Not significant"
"Dubosiella"	5.29173807481378	5.60662449614581	2.46939941799336	5.27438217388156	5.94177835012983	7.51541162936928	5.83745933961058	4.70571925896938	5.43581101797388	5.58357466610323	5.55620825414482	2.65418728839031	1.34148324137974	3.95382745968097	5.83217980538146	0.523992706229277	2.21180142620116	5.43309736064879	0.625913029206307	3.2544573621207	2.14418296687005	1.18458835200376	0.128655232989306	0.00524726622452328	0.064573027457194	0.0153020590520591	0.102320684822383	"Not significant"
"Eggerthellaceae.other"	-6.33968942539262	-6.80549892265943	-5.81006844383681	-7.03967454777212	-6.15965186634205	-6.13249786942738	-7.04970727207882	-7.10279174478238	-7.82042056477287	-6.97554248180368	-6.46800124012991	-7.1926029402478	-6.70876106042004	-6.06385279439522	-4.73175718955634	-7.16432737190956	-5.74408300718335	-5.67491343935005	-2.11178871424124	-1.14716246443195	4.3681199290913	-0.228218745812654	0.388671912236219	0.45821014567139	0.599603857027182	0.49291351010101	0.627621277948815	"Not significant"
"Eisenbergiella"	-5.26462682875266	-5.86953596654267	-4.50593389461354	-7.43448212811874	-5.64455211454858	-6.02902359648599	-6.82987670983389	-6.34458284133229	-1.07003911087857	-6.36259881832271	-5.65804436775233	-6.75647876831274	-7.53825388595368	-6.43280897796481	-4.88096854536739	-2.87444730780585	-5.69509186574451	-2.61271564014549	-3.33497466539614	-0.796690270636738	4.56585654666989	-0.14059649941275	0.437500020183555	0.533225136948586	0.679804849342706	0.561043123543123	0.693601540212985	"Not significant"
"Enterorhabdus"	-2.38728671129331	-4.92019866298475	-1.53698352189605	-7.33444092863546	-1.01189536102017	-5.81005064649233	-1.05060455689375	-7.37320664017774	-7.25409217627843	-6.60182660718655	-1.65910435818594	-1.35280130344235	-3.15423862386435	-6.38768846955249	-5.20668403734829	-1.20157090548224	0.259467944489734	-0.805931123325808	-1.44855153167368	-2.21385859307916	4.66827946734932	-0.468273152155732	0.288499106908336	0.219171585326003	0.401939783933228	0.233349116161616	0.42279330113608	"Not significant"
"Erysipelatoclostridium"	2.56200848101131	3.15197978428825	2.17508046238895	2.1378775146035	4.24711887749487	3.33522630805694	0.717214117549141	4.20890773210561	0.669904566285641	3.18870033552104	3.22542128500094	2.79211075533867	1.89382951412615	2.08393647029248	4.22407208023577	-1.24691497957712	2.19686562596399	4.11064364578344	-0.663367615479986	0.710239121532902	2.52293378101842	0.259969863998565	0.384765663686849	0.389614167738318	0.584966601219456	0.44576655982906	0.627194060639566	"Not significant"
"Erysipelotrichaceae.other"	1.57824984616277	1.90123905496599	1.53077622022968	0.0606656419264313	0.509736445334671	2.61430406656979	3.02912783656445	-0.388801768187491	1.52778312322829	3.10505374921743	2.33205250565527	1.83886797368363	1.6702065267487	1.45195335135225	3.66868071801746	1.42421328252491	1.30574526666818	0.502405676802412	1.53839786097467	0.0447509006003015	1.86384250816633	0.0258827960431445	0.493177390075032	0.846335862049102	0.900127624116069	0.898310023310023	0.934677013695817	"Not significant"
"Escherichia.Shigella"	-4.59889037837758	-2.57499124466514	-6.30501585510482	-2.15114669182515	-5.47877877186616	-5.9885495271558	-1.60461076573045	-2.68097244959617	-2.16326173392579	-1.4847414886654	-6.13408940308939	-6.75580762217751	-7.01718765879699	-5.92371598074422	0.337606457512758	-7.19125665460075	-5.88206177056637	-5.79647123494449	-8.72414538882946	3.21403109785787	4.82191746438239	0.562652762900153	0.257310042053938	0.234959936416483	0.401166398149055	0.172996794871795	0.348536931837256	"Not significant"
"Faecalibaculum"	-0.217681678183147	-0.256749826054728	0.585135267883261	-7.32345156235383	-5.5727649578127	0.785664844318153	-0.096805224322817	2.58776029754685	0.978778780622126	-0.892002152016399	-0.655224122715873	1.38288070946948	-0.670268891508639	3.5878307674929	5.84024976463545	-2.00076300515937	-6.2953333384337	3.25416977582367	-2.55703320589669	-1.56777761959614	5.75353571821864	-0.253398605923565	0.378906290893187	0.434941788605731	0.612528923377847	0.498409576534576	0.67354163924746	"Not significant"
"Family_XIII.other"	0.384098375626091	0.815714403923296	-0.28615998763301	1.0534627528	2.53231956481216	0.377660722893727	0.817777550982345	0.831148162767702	-1.05335828796438	1.29166055183895	0.151518171878402	0.164194903549979	-0.254708644750822	-4.17179736948682	1.80010395976374	-1.19037961002965	-0.404485692282976	2.18736888547782	-0.636716679594478	0.969692702465322	2.14138804330354	0.405495540018031	0.310546945321452	0.218336324018953	0.425721369967277	0.224973290598291	0.433790760874378	"Not significant"
"Family_XIII_AD3011_group"	0.41862831319003	0.636212841092369	-0.141029040345204	0.743904225954369	0.498180435962079	0.842804706628245	0.326845429483627	0.366839246259046	-0.688911351442796	1.23730933137638	1.11590819339862	0.632542093520826	0.38845540928386	-1.53109147545783	0.549202525661022	-1.18450846195437	-0.966262882698507	1.19575267958291	-0.718512806989723	0.72378047911084	1.31346890277181	0.554248904265843	0.289062581573385	0.139896268312018	0.330418045175769	0.201743395493395	0.393414671754872	"Not significant"
"Family_XIII_UCG.001"	-2.61405633172427	-3.0749625100774	-2.16550044818174	-1.65789534243616	-2.53961482037911	-5.99126015293438	-3.54592972693241	-6.78839567231332	-7.36401403637432	-1.8284417162849	-1.13979518545673	-1.42943881643733	-3.03870378134123	-1.3283959002805	-5.5134659389064	-0.872123725363661	-6.14352961336353	-5.49494766880469	-0.966346619838231	-0.749716580572938	4.3417037718291	-0.156172759022526	0.395711535499906	0.550474358370458	0.69242613621031	0.528722319347319	0.675920634829101	"Not significant"
"Flavonifractor"	-5.00637385194445	-5.56326886150536	-4.41079947701614	-7.16210500330485	-2.08282938036821	-5.6965515886586	-6.86351304938701	-0.959151810899995	-6.95479479617599	-6.45694627408303	-6.20173815678214	-6.992839005068	-2.12654323470088	-6.82181027834931	-5.34601806535293	-2.88415845922488	-5.90910564734644	-6.7405053484096	-0.887331819444337	-0.825240117071715	5.15655063882024	-0.128450877674658	0.443359393239607	0.599247132994553	0.726083675341382	0.656829108391608	0.764836561180655	"Not significant"
"GCA.900066225"	-0.167545385026954	-0.233102990979568	-0.0903787882664941	0.224917598240136	-5.53270287346321	-6.1902115444512	0.0713634085083612	0.0669096347796536	-0.572551602726998	1.21140933554641	-0.45170821365813	0.441654091481272	1.20047635130509	-0.426281541725525	-5.40720963886715	0.295460551236186	-1.27880788674342	-0.386931013506145	0.0561979453952945	-0.201998605541366	2.92441055268242	-0.0446088175243449	0.444444462256168	0.588119748675706	0.726268786496076	0.737572843822844	0.826100648951998	"Not significant"
"GCA.900066575"	2.7949297592989	2.67068655749647	2.94193756991551	1.85867554990311	2.76968917174378	2.59887242093983	1.29153497677124	4.50522863524173	3.7715096747202	2.9344547686603	1.66995977465682	2.51526949028393	3.43750506391508	2.84914609863306	3.08410913151166	2.00121555405889	3.1767223432768	3.34722511282899	1.87672127045695	-0.266877599302547	1.27815688294478	-0.211184457414049	0.417154023075327	0.772238728313145	0.855922854465998	0.682459207459207	0.790384050370636	"Not significant"
"Gastranaerophilales.other"	3.90862434982526	3.62576535599364	4.21879013791486	2.12721583096747	4.22951154888453	3.63564516387681	3.60084365670332	5.00716552013076	3.70589603513697	3.38244944983457	3.47151927961437	6.02055326615955	4.29076708856399	3.03966378373452	5.22071902054451	3.98738233073971	3.99869308671448	5.41093534511424	3.87908714530043	-0.68293298285718	1.35966735504746	-0.539844134188485	0.228070297712318	0.0929277735019891	0.276265208553248	0.0917577214452214	0.26329413897989	"Not significant"
"Harryflintia"	0.0887549320101311	-0.430712852552543	0.305765670198715	0.444647793957047	-1.82375679075716	-5.8964374230596	1.02923285777532	-6.90792444133742	0.45161007213648	0.493783221521688	-5.98561613489399	1.02270884815862	1.33217131961498	-6.23361382388131	-5.46770620489996	0.585040107518476	-5.63082256338414	1.57926903425961	-0.0406664180784562	-0.734551591646004	6.16253739308805	-0.115139933299454	0.393762218466909	0.67502854898692	0.790355232953217	0.55583479020979	0.702288227192483	"Not significant"
"Herbinix"	-4.34113717120538	-5.28521783099826	-1.38062000921131	0.611007976263943	-5.60862124363866	-6.06871311538055	-6.52229923378341	1.14472705147809	-7.67148176160314	-6.34003468827137	-5.61532976583465	-6.97069749287795	-0.419151686671719	-0.528836255219036	-5.21549943522088	0.65885516155419	-5.61816010275352	-6.02099684503242	-0.421089465192495	-2.07005033671663	6.14024718005003	-0.328668134105228	0.408203155199316	0.457797070803029	0.620837104036028	0.578876505439005	0.708417548430022	"Not significant"
"Hydrogenoanaerobacterium"	-5.20688088057598	-5.37825057198877	-5.01751102767599	-0.430609534421518	-5.66012505995754	-6.74994960400699	-0.348945270128168	-6.99640491874784	-7.5841941136687	-6.30841748025995	-6.06815654354635	-6.64906452459279	0.288400899453968	0.665416128467534	-5.29046542061411	-7.21923122562544	1.4110153293118	-6.46904919308048	-8.69596649920553	-1.02467919459604	6.86016159427152	-0.152715895487673	0.407407437768298	0.599533428905873	0.732194182868299	0.595295503108003	0.724317766664284	"Not significant"
"Intestinimonas"	3.46366218074667	3.11199528940433	3.77049045368386	1.89639001465029	2.7355023150612	2.22032707622656	3.36757674021013	4.19630998602919	3.29354259584101	4.06957945950702	2.8416497805708	3.72442090283242	4.04623728126151	2.8891675492747	2.53591771721117	4.31967953427035	3.6395426165834	3.62070329100539	4.17567680624053	-0.587799615530399	1.09788780693171	-0.475456457356782	0.308593821294109	0.178372336550763	0.379187971175152	0.211175456487956	0.412364172937263	"Not significant"
"Lachnoclostridium"	3.20193488891769	3.00949413505164	3.60333785310299	3.07412396003331	2.67309657887188	2.90004962574471	2.88201201604938	2.99978067179002	3.42086406321935	2.69686038921562	3.48328959263247	3.23440062569124	3.37952440653893	3.8175158416611	2.73438167198219	4.88237968416474	5.33899348319594	2.84188534320217	4.46014140043892	-0.635001959413383	0.963919160528477	-0.649171905099692	0.226562624011572	0.061846356366219	0.225065061452427	0.107495629370629	0.277598734134925	"Not significant"
"Lachnospiraceae.other"	5.924849680754	5.8466225812563	5.95054608555837	6.42295864280575	7.2086679465175	4.96264107568083	5.25742382939433	5.56709489279093	5.94788471633465	6.23977781588509	5.64084649566276	5.81725351419235	5.96075219286068	5.59955465941552	5.51619492208872	6.32841472943539	5.96294755977833	6.04886452999698	6.05701491378077	-0.106441944116884	0.724367445221648	-0.105979563529324	0.45898438812683	0.818690632486584	0.885038268129525	0.759809634809635	0.840630052372527	"Not significant"
"Lachnospiraceae_FCS020_group"	0.037133435048875	-0.17930273693086	1.60630077665723	-0.0974557864815653	0.265546154636328	-5.76261948394131	-1.62392444448315	0.230426514880367	0.153717026182108	-0.199133543689031	-0.671449151771097	-0.958128873013654	-0.205488383781461	2.2892070202848	1.93266379257694	1.91547788348671	2.8786613965187	-2.02833504521632	1.4418732517166	-1.78913201331093	2.48404855001765	-0.60301069562722	0.245614143772602	0.0941327412399287	0.274420490812943	0.11600135975136	0.304982211437191	"Not significant"
"Lachnospiraceae_NK4A136_group"	6.36744571511814	5.96147035641841	6.66927918232914	6.53806916959409	5.91830235946619	6.8817196020707	5.62779172961211	5.43911759680993	5.9379050236935	5.83013880480769	6.18601681221929	6.47111327052267	7.24669160574804	6.74873033208802	7.07740363733197	6.53404218865019	8.27225370574559	5.83126068764316	6.24159169354005	-0.716388751394745	0.864704890766315	-0.763525501572674	0.2007798747093	0.0383294604529504	0.180956321879261	0.0400398212898213	0.172726890701244	"Not significant"
"Lachnospiraceae_UCG.001"	3.55872969744574	4.11475204293882	3.04749798300616	5.58216060861946	4.66070797938125	4.58167619079012	3.47125194444025	4.4551378050653	3.81229712821071	2.31384351955318	1.86440102996666	3.05489217655673	2.77619134554033	2.38756653483027	2.96389210447095	3.83183836689564	2.52827998227799	3.81408594025407	3.65428342502444	0.87271268551998	1.34764911220919	0.599703724464263	0.296875077334827	0.184884948115654	0.392062948838009	0.205224116161616	0.414401390333586	"Not significant"
