Group	SH-R	SH-R	SH-R	SH-R	SH-R	SH-R	SH-H	SH-H	SH-H	SH-H	SH-H	SH-H	median_diff	P_values	P Benjamini-Hochberg	Description	log2FC
Flavonifractor	8.0	7.717293009577562e-05	8.78989214789832e-05	0.0	5.5508415857061004e-05	0.00012109154130194441	8.0	1.7091253789497782e-05	3.172722946418053e-05	0.0	0.0	1.6035663315213034e-05	-5.5508415857061004e-05	0.08257927415232667	0.18771913053581946	Flavonifractor	-3.9114001104699625
GCA-900066225	8.0	0.0006510246466242132	0.0003374420012849449	0.00038749030148030713	0.0005944974395459593	0.000909693128601959	8.0	0.0004937837441703756	0.00020306391479250462	0.00040041971261245196	0.0004796886237574537	0.000519411021969216	-0.00011480881578850564	0.4008141693829329	0.563463397538326	GCA-900066225	-0.3072941457852867
GCA-900066575	8.0	0.011642434393843467	0.006213117018916112	0.006196040072422007	0.011218215788482902	0.016229583700243855	8.0	0.0035417485477860955	0.0025889552769199635	0.0013980463137618962	0.0033827073076200314	0.004780307623582131	-0.007835508480862872	0.006322947695810918	0.03356798115171631	GCA-900066575	-1.7284167315312082
Gastranaerophilales	8.0	0.008716798833776592	0.010337991769980482	0.004775934411939799	0.005913015045602814	0.006554478512328413	8.0	0.024399381060935484	0.022826156987671316	0.007167538144331194	0.010623011262046796	0.04631720807734793	0.004709996216443982	0.011718685599768571	0.04059687511348398	Gastranaerophilales	0.8447996689539261
Haemophilus	8.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0			Haemophilus	0.0
Harryflintia	8.0	0.0009478877831190476	0.000512783931321083	0.0006461094562332133	0.0009013177799348081	0.0013305586601764802	8.0	0.000981677653510923	0.0005113690756818187	0.0007489087773215722	0.0008742335847371722	0.00110585817890415	-2.708419519763597e-05	0.9163591402734728	0.9259045479846548	Harryflintia	-0.04382195961216695
Herbinix	8.0	2.0545372008202496e-05	5.811108747600104e-05	0.0	0.0	0.0	8.0	0.00020868870903349907	0.0005902608052586141	0.0	0.0	0.0	0.0	0.9272644735251716	0.9272644735251716	Herbinix	0.0
Hydrogenoanaerobacterium	8.0	0.0006479520478073077	0.000613046129775566	0.0003446012709354823	0.0005550564731960784	0.0006780778812344129	8.0	0.0003695714265739773	0.0005897101004906092	0.0	0.00014876880169542253	0.0004099487367928231	-0.0004062876715006559	0.12499848235088169	0.2377422115301083	Hydrogenoanaerobacterium	-1.8719760962205054
Intestinimonas	8.0	0.005145263664829155	0.002689886918367142	0.0036534690790454663	0.004006771813506591	0.005547520495300714	8.0	0.0030510585473555365	0.0018368680589659562	0.001657982826354955	0.0025588590086485005	0.0039794287418821244	-0.0014479128048580907	0.09289194088370446	0.18771913053581946	Intestinimonas	-0.6461356047006515
Lachnoclostridium	8.0	0.009415746745818814	0.004887846715825049	0.006510615500612712	0.009649982770437267	0.011708077367887355	8.0	0.0034694307768648363	0.0028023220534003773	0.001402583779434109	0.0026363593851070804	0.005477453999118993	-0.007013623385330187	0.011718685599768571	0.04059687511348398	Lachnoclostridium	-1.870409141062101
Lachnospiraceae	8.0	0.03319349164733025	0.014786818531466716	0.023461294423345696	0.03140782138674425	0.046654570079509884	8.0	0.024961585404900326	0.014627644463199316	0.014875326148424059	0.021145005302954302	0.036687269221034935	-0.010262816083789948	0.2936215439289016	0.46690638952628616	Lachnospiraceae	-0.5707188658630677
Lachnospiraceae_FCS020_group	8.0	0.0013130371462967043	0.0009741625031725626	0.0006511306879459697	0.0010709887051334088	0.0018312591850133749	8.0	0.0003182037910879499	0.00026989411737719625	9.291208940326795e-05	0.0002925242076482292	0.000503433911722158	-0.0007784644974851797	0.008651541533947503	0.03356798115171631	Lachnospiraceae_FCS020_group	-1.858270140592392
Lachnospiraceae_NK4A136_group	8.0	0.0531953042398139	0.023629898963177985	0.03366334346775527	0.05444111229602313	0.07688385159281347	8.0	0.0575482537198355	0.03333878576562908	0.04049468645006971	0.04638031148038356	0.07764339782291498	-0.00806080081563957	1.0	1.043010752688172	Lachnospiraceae_NK4A136_group	-0.231165835803111
Lachnospiraceae_UCG-001	8.0	0.012497808297500235	0.006850210102693467	0.008048501324431669	0.012651230838818243	0.01666955831385808	8.0	0.006048064928487924	0.0049559498381999325	0.00304719398327647	0.0034592812501171625	0.008218741452157398	-0.00919194958870108	0.0356919001168044	0.09891755175228648	Lachnospiraceae_UCG-001	-1.8695370006285366
Lachnospiraceae_UCG-004	8.0	9.517930683743645e-05	7.986078076377107e-05	5.805509200304627e-05	7.177207690550974e-05	0.00010727404248019703	8.0	0.00015457901484448923	0.0001651274943413427	4.209361620243421e-05	0.00011695283741224778	0.00019215726989303155	4.518076050673804e-05	0.5984322839266472	0.7179319422261727	Lachnospiraceae_UCG-004	0.6750505964618672
Lachnospiraceae_UCG-006	8.0	0.0011368324184475402	0.0008541009190649032	0.0007320589114651081	0.0010049755912231871	0.001220851023421477	8.0	0.00019932057443291932	0.00018627318664244392	7.550088212999388e-05	0.0001315957141901832	0.0003132448572519955	-0.0008733798770330039	0.0032758974829085945	0.03356798115171631	Lachnospiraceae_UCG-006	-2.8959533394971135
Lachnospiraceae_UCG-010	8.0	0.00015836443864369236	9.878988714671693e-05	9.802352637890152e-05	0.00013030573717787082	0.00017422122639136747	8.0	4.9410718267512954e-05	4.207893014524996e-05	3.0327537403962798e-05	4.3405545235894725e-05	6.741312803842928e-05	-8.690019194197609e-05	0.003253081040060979	0.03356798115171631	Lachnospiraceae_UCG-010	-1.5033462815945704
Lactobacillus	8.0	0.002636686081257638	0.001321275922643328	0.0016530728954798353	0.002334511575867888	0.0032008049321390585	8.0	0.005928129731587616	0.002846170734530768	0.003912025978412902	0.005664177083792208	0.0076459732478650864	0.0033296655079243197	0.0157143497722189	0.047634122747038536	Lactobacillus	1.2773117899957258
Marvinbryantia	8.0	0.00016500593789998868	7.796951384468497e-05	0.00012806792166913602	0.00016620004976597398	0.00019306820164206913	8.0	3.473891250811231e-05	7.004082424907856e-05	0.0	0.0	2.1776213116539034e-05	-0.00016620004976597398	0.005052739300298694	0.03356798115171631	Marvinbryantia	-5.428228991422239
Mollicutes_RF39	8.0	0.006426324039671683	0.003422926928420045	0.00434513227586243	0.005211845893121682	0.008818986192130398	8.0	0.008172734172539286	0.004242916089772373	0.004690595357082912	0.00796084430460627	0.010065061443283623	0.0027489984114845885	0.4622499461255404	0.6059222266780732	Mollicutes_RF39	0.6107495335176072
Muribaculaceae	8.0	0.47452409935225925	0.10031484761290214	0.4415582495983706	0.45323201738762653	0.5312950025519176	8.0	0.29322426027924675	0.08028971242718007	0.24355305097102933	0.27958097771456647	0.3476668415886634	-0.17365103967306006	0.0032758974829085945	0.03356798115171631	Muribaculaceae	-0.6969757624050132
Muribaculum	8.0	0.019660532721191365	0.0058592420427159364	0.01703450673888104	0.018356638631695177	0.022321106222899345	8.0	0.010450075824839224	0.0030195891911600848	0.008524589896849651	0.009410272672622975	0.011845594432218847	-0.008946365959072201	0.002322094515878006	0.03356798115171631	Muribaculum	-0.9636983074373733
Odoribacter	8.0	0.018482077165894787	0.006696292025354447	0.014771334393738173	0.01595101107857165	0.01983324455970047	8.0	0.023283545140479506	0.01849913428398044	0.014947798770639559	0.015457503280873492	0.022909517496235918	-0.0004935077976981582	0.75271380626305	0.8296959000854074	Odoribacter	-0.04532915448283781
Olsenella	8.0	1.6952672299194437e-05	3.1512890339261436e-05	0.0	0.0	1.565361676815428e-05	8.0	1.1713462380068527e-05	1.650994496298294e-05	0.0	0.0	2.6548080425442362e-05	0.0	0.898395507395099	0.9677279625505858	Olsenella	0.0
Oscillibacter	8.0	0.0068642255341582	0.003149552098450521	0.00466428149321894	0.0074471456445030105	0.009498916494305997	8.0	0.004273530841866101	0.003488348174482179	0.002415545518797124	0.002703213654617986	0.004875473795708552	-0.0047439319898850245	0.09289194088370446	0.18771913053581946	Oscillibacter	-1.4606699235595109
Parabacteroides	8.0	0.0029648602581660243	0.003771283442417153	0.0012476927023695554	0.0018160776527804587	0.0023974162722863197	8.0	0.014009697600091771	0.01258634799112825	0.006787635964150129	0.01002145746799684	0.01815205703667956	0.008205379815216381	0.006322947695810918	0.03356798115171631	Parabacteroides	2.4616275398431204
Parasutterella	8.0	0.01356804156986928	0.00435677408919597	0.011424063280311264	0.012519340619098648	0.01479025419842375	8.0	0.015517912428638227	0.005625891511906381	0.01144914732638141	0.013505035362971984	0.01981526737881509	0.0009856947438733367	0.528612125255687	0.6573766173051493	Parasutterella	0.10930561208514789
Peptococcaceae	8.0	0.002136265061464218	0.0008624458465946194	0.0018210812594432672	0.0021672650306349523	0.0024315831669687164	8.0	0.0009517506674341112	0.0005250554656273278	0.0006442566149481525	0.0009416319986471072	0.0011567527132592833	-0.001225633031987845	0.006322947695810918	0.03356798115171631	Peptococcaceae	-1.199226731800925
Phocea	8.0	0.00010573750559275174	0.0001633109373395232	0.0	0.0	0.00017929213760846507	8.0	5.195458869569349e-05	9.655230365932224e-05	0.0	0.0	4.8106989945639104e-05	0.0	0.5231857390945571	0.6573766173051493	Phocea	0.0
Prevotellaceae_UCG-001	8.0	0.013473787310251732	0.0058872976344306665	0.009402323072729975	0.011686747437334912	0.01701632581794172	8.0	0.02082725069986683	0.014054626239464012	0.010907748726772169	0.01635891022463897	0.02787192747728236	0.004672162787304059	0.3445623653256964	0.49884402144167983	Prevotellaceae_UCG-001	0.48506389565471686
Pseudoflavonifractor	8.0	1.3429458776405344e-05	1.5464328657777547e-05	0.0	6.882786151834263e-06	3.0357196579543544e-05	8.0	0.0	0.0	0.0	0.0	0.0	-6.882786151834263e-06	0.027278511631067266	0.07782398906510367	Pseudoflavonifractor	-1.455101166145333
Rhodospirillales	8.0	0.0012149166209788043	0.0013341181668864142	0.0004153641347292961	0.0006866159286584644	0.001416422802277359	8.0	0.007446929371231244	0.007185049401026422	0.002866066353326383	0.004262771496423594	0.008971150401669565	0.00357615556776513	0.004574439456210672	0.03356798115171631	Rhodospirillales	2.6272740252885782
Rikenellaceae_RC9_gut_group	8.0	0.0005243690545369597	0.0005827559145289175	0.0001470312448229765	0.0002908137690798416	0.0006860187640525824	8.0	0.0005212432446984654	0.0003310595722139738	0.00030685397045088236	0.00034975379431890715	0.0007832339357339694	5.894002523906556e-05	0.5995101785599999	0.7179319422261727	Rikenellaceae_RC9_gut_group	0.26298115810731204
Romboutsia	8.0	0.00029056904495571647	0.00020325032075355637	0.0001758994324311647	0.0003269418174133277	0.00044964373169286255	8.0	0.001345558202974214	0.0010541108641026829	0.0006968985310549405	0.0010385294704893862	0.0017241037631781841	0.0007115876530760586	0.006284496115057523	0.03356798115171631	Romboutsia	1.6555825949760763
Roseburia	8.0	0.013451808241635839	0.008433290769199879	0.00724468895187369	0.009955947810596309	0.018605351735722024	8.0	0.010079025817283559	0.010870950609139883	0.002479236519701691	0.00587709655498974	0.01474708746721116	-0.0040788512556065686	0.3445623653256964	0.49884402144167983	Roseburia	-0.7600578651656011
Ruminiclostridium	8.0	0.008132639354572738	0.004579079110673436	0.005624355374618365	0.007387859727684059	0.010548707502221392	8.0	0.003554648652032025	0.003131734908625479	0.001473998275619353	0.0019551692673381808	0.004843202265428928	-0.005432690460345878	0.0157143497722189	0.047634122747038536	Ruminiclostridium	-1.9157215088542925
Ruminiclostridium_5	8.0	0.003165245610470398	0.0019207582577432448	0.0017347461950406912	0.0031227648667319944	0.003895513710865839	8.0	0.0015456164442174008	0.0015323699333042314	0.0006082085970519063	0.000920532323414493	0.001778154221516738	-0.0022022325433175014	0.045999366875037154	0.11741943649680538	Ruminiclostridium_5	-1.757928228411103
Ruminiclostridium_6	8.0	0.0008746240239446622	0.0004905280856283634	0.00048001634353030207	0.0008108146718062947	0.001156362425079981	8.0	0.0041579426464183646	0.0023340020810568374	0.002801660435165237	0.004064094514014587	0.005547214810966473	0.0032532798422082922	0.004574439456210672	0.03356798115171631	Ruminiclostridium_6	2.319877823230681
Ruminiclostridium_9	8.0	0.013311224930759072	0.006086463551774595	0.010227485359309972	0.013237342512312095	0.014952311156709346	8.0	0.011302669022003296	0.0023814266704860003	0.009642806381134208	0.010222425198300807	0.01285099629660982	-0.003014917314011288	0.4622499461255404	0.6059222266780732	Ruminiclostridium_9	-0.37274903775483725
Ruminococcaceae	8.0	0.00510672898230003	0.0020366832048587247	0.004142987949438956	0.005114068403595674	0.0061484583200197345	8.0	0.005637536475565137	0.003250738400865442	0.0037269790917332526	0.005406072604122372	0.006423373998734973	0.00029200420052669877	1.0	1.043010752688172	Ruminococcaceae	0.08004926200034124
Ruminococcaceae_NK4A214_group	8.0	0.00033054231490262326	0.00018300873080058104	0.0002099303853268052	0.0002604264575834366	0.0004468578547700767	8.0	0.00015873434623324778	0.00014445041679781579	5.6126255100728814e-05	0.00011809719743993371	0.00023999393939237373	-0.0001423292601435029	0.05870740843120496	0.14236546544567202	Ruminococcaceae_NK4A214_group	-1.1151441594272473
Ruminococcaceae_UCG-002	8.0	5.8382121988815e-05	5.705608684919061e-05	0.0	6.00536278384392e-05	9.859086976439618e-05	8.0	1.302897644361059e-05	3.6851510380787346e-05	0.0	0.0	0.0	-6.00536278384392e-05	0.06141381778460915	0.14529610549041677	Ruminococcaceae_UCG-002	-4.01766995411128
Ruminococcaceae_UCG-003	8.0	0.0016550745465014622	0.0013078904080765625	0.0008816987585702332	0.0014901247384196145	0.002079520886773487	8.0	0.0008832450523804585	0.0005418312154749339	0.0004934153495687342	0.0008967954619576892	0.0010776388711504585	-0.0005933292764619254	0.141482121482789	0.2637796674934519	Ruminococcaceae_UCG-003	-0.730059896769216
Ruminococcaceae_UCG-005	8.0	0.0011408120922155427	0.0005767305827229855	0.0007777960522824925	0.0009340697471164597	0.0015871789774419601	8.0	0.0012742730901112347	0.0009116346068026211	0.0005802739132837764	0.0008109230201631761	0.0020085891993123603	-0.00012314672695328357	0.8336348830246775	0.8511850910883549	Ruminococcaceae_UCG-005	-0.2030426503047451
Ruminococcaceae_UCG-009	8.0	0.0019083415660918319	0.0010045968001538435	0.0014935778602297154	0.0018249599818482534	0.002356119279681634	8.0	0.001037116788772681	0.0008193567457317918	0.0003210366082746789	0.0008739312270865826	0.0014578608188851162	-0.0009510287547616708	0.11518373151505139	0.2234564391391997	Ruminococcaceae_UCG-009	-1.058885004665397
Ruminococcaceae_UCG-010	8.0	0.000142392754503391	0.00011256772633445528	7.003596312243002e-05	0.0001171368264343128	0.00021622497634184225	8.0	0.000580521876067736	0.0005024985306745331	0.00025180722741343086	0.0004751757265572741	0.0007101338396590836	0.0003580389001229613	0.008651541533947503	0.03356798115171631	Ruminococcaceae_UCG-010	1.9843478337770204
