"rab.all"	"rab.win.SH.H"	"rab.win.SH.R"	"rab.sample.C15"	"rab.sample.C27"	"rab.sample.C39"	"rab.sample.C51"	"rab.sample.C63"	"rab.sample.C75"	"rab.sample.C87"	"rab.sample.C4"	"rab.sample.C14"	"rab.sample.C26"	"rab.sample.C38"	"rab.sample.C50"	"rab.sample.C62"	"rab.sample.C74"	"rab.sample.C86"	"rab.sample.C3"	"diff.btw"	"diff.win"	"effect"	"overlap"	"we.ep"	"we.eBH"	"wi.ep"	"wi.eBH"	"label"
"Bifidobacterium"	-0.275533635550811	0.950292801022099	-1.21431148029541	1.13325753094529	0.481949050342397	1.81564380265506	-0.394645898378878	2.68521052424431	-2.98368382832251	1.76242353037836	0.611962728786837	-1.81557903017798	-0.981300876366869	-1.67034204881566	-0.00609329300620498	-1.49884310855596	-0.0162942414674214	-1.76468116861575	-0.991154300883612	1.98533209933263	1.62879382124958	1.03529459286669	0.159844255094111	0.0335402120653035	0.0963580907712347	0.0224917443667444	0.069160201733432	"Significant"
"Bilophila"	0.313347711306068	-0.233838092511625	0.810139640861774	1.28146780151815	-1.83675794531122	0.360405780899567	-2.28199884678009	-0.168160432985447	1.52636904037711	-0.317885980647283	-0.789347844759535	1.02658533017278	1.26099270396135	1.01570478111747	0.230454063468918	0.721587007766281	-0.601395169927684	-0.442970587596974	1.88625948168761	-0.842337440977936	1.64625817983364	-0.464279993595074	0.314453193403536	0.154042330674002	0.269738158683161	0.232505341880342	0.366742573954936	"Not significant"
"Butyricicoccus"	1.60495468633683	1.12848347128521	2.98342673777567	1.6342921096437	0.700188832312109	0.776623115518954	1.29442671820655	0.555251271789169	1.56498447895073	0.380941859914024	1.51364236996695	2.7181491554885	3.02500537426245	4.2738065611738	3.49198086875584	3.19401828912856	1.50512242036119	1.50552149983338	2.94574635033972	-1.77561197453061	1.14633947287389	-1.54125428276353	0.060429462762738	0.00101500463612742	0.0130307823040129	0.00284697940947941	0.0197511962519758	"Significant"
"Butyrivibrio"	0.114872023575634	-1.32095340555639	1.54579039804478	-0.718410033790012	-1.01746805820201	-0.854670440199848	1.02255936218758	-7.01809921648119	-2.98641158770751	-1.40357132080516	-6.92361501802724	2.34101124584753	1.71014732116167	1.53918772552375	2.09869829694295	0.116834341392049	0.634987132947368	0.143782006883009	1.64571096397215	-2.97992819549962	2.29325884986887	-1.11333344990326	0.0410165522939441	0.0153973777616324	0.0572624597111037	0.00110115578865579	0.0127319197249267	"Significant"
"CAG.873"	-6.16848924714855	-6.58731534309062	-5.78410545508111	-7.92409098248524	-6.97015506836749	-6.79579824977851	-3.61392619827548	-2.44707218384207	-8.70464675066265	-7.50203716821867	-6.78151162592107	-7.86342570099078	-2.52297385802905	-7.85566516334091	-7.31530251840392	-4.80092177560186	-7.1522378365186	-2.79986861088255	-7.38059199714338	-0.290251261041795	4.75118929762171	-0.0466157339966025	0.475633535999189	0.595007314729532	0.703515486154732	0.641172542735043	0.739569633422066	"Not significant"
"Caldicoprobacter"	-4.9696835810733	-0.800049076660727	-6.88931913948029	-7.62794056351798	-0.905449694850587	-0.72277812684337	-7.35956055059455	-0.0835418594770445	-0.69208960683762	-0.813392365372946	-0.363028695302154	-7.28625086351466	-7.31636089919553	-7.8533834535927	-7.65335914180987	-2.72452634168129	-6.73968074143823	-7.11242377484337	-7.38783709056355	5.31353606179539	4.8324796042641	1.02775142522458	0.144249740812302	0.0541605044988986	0.108865174577333	0.0245726495726496	0.0690944884076892	"Significant"
"Candidatus_Arthromitus"	-6.91684917534224	-7.29429356611553	-6.34754637009115	-7.82581095481955	-6.50457943485969	-6.41126341383968	-7.24172880743045	-6.83102852792845	-8.90207283134189	-7.96521955164886	-6.90896826721707	-1.32316266992849	-6.97486182198442	-8.05484689687758	-7.4804684854293	-1.65007731826148	-7.6374057074788	-7.21653580034199	-7.20021232773547	-1.50169761800589	5.2867388906665	-0.265314544521465	0.380859415153563	0.412286205345922	0.524439617314303	0.453707750582751	0.564930235609788	"Not significant"
"Candidatus_Stoquefichus"	-4.8914726607865	-5.32499204436465	-3.96046325112044	-5.77657096479064	-2.80318095661989	-7.0488381885275	-7.77093600914381	-6.40340503166775	-4.27412000555616	-7.32024657781883	-0.0501326345806676	-0.420644944087068	-7.1741529726865	-1.54429844043737	0.64914043196285	-8.18843356353394	-7.27400518339893	-6.77713994493101	-3.18812109221415	-1.16794019752059	5.81176682457629	-0.177817056600864	0.417154023075327	0.562032913114209	0.675043427599353	0.6138293997669	0.719001365797464	"Not significant"
"Christensenellaceae"	-0.116764075548459	1.65566177907565	-0.406877286610419	-0.104972307274807	3.49556077088684	2.17645758678288	2.45281955310433	3.03817510363591	-0.677332794243651	-0.335929527489942	0.973625810849653	0.00894426320388408	-0.146673317662636	-0.4564588281431	-0.488634110959232	-0.0603289855935349	-1.04665408124662	-0.380649617666537	-2.12669671130784	2.14096043924834	1.87007345185617	0.969095397298075	0.167641514090595	0.0135317891406106	0.0546377220091183	0.0399596930846931	0.0968676705481904	"Significant"
"Christensenellaceae_R.7_group"	0.711737019561336	0.768411007686536	0.620618724876845	0.930405479856494	0.586468164193557	1.77113202018176	-0.982165585715782	2.55678552034672	0.210257503750604	0.225946637640343	1.30057860589084	-0.139659203559599	1.16243043784371	0.318025129459095	1.9861370125741	0.165241479267343	0.166621716152002	0.867589792627653	1.09728261871387	0.139164482962353	1.32098072283113	0.0990497767373761	0.456140364873171	0.783463435010892	0.862425176588933	0.789526272338772	0.863834234575399	"Not significant"
"Clostridiales"	0.969484097745239	1.05529115699849	0.872753583432444	1.78456301630951	1.75097492264049	1.03080996898876	0.730828731411115	1.36093047737465	0.867156566125069	1.01738408112829	0.53310750299323	0.717219301600686	0.843342351335152	0.968446035925934	1.49085797919599	1.52122831347481	-0.190132507388071	1.01290317301172	0.328037923585197	0.252353450998643	0.822950584610289	0.277291125882216	0.362573146487904	0.366424409360342	0.503553100553557	0.463048756798757	0.586411577992467	"Not significant"
"Clostridiales_vadinBB60_group"	2.86465825153528	2.90803854582468	2.83328425980884	0.903009829477366	2.90291414944812	2.93396425539155	2.06911019240055	4.05754822684648	1.61168184624911	4.57709121183901	4.83798843798217	3.23974422728828	1.99663446337254	2.45122975819414	2.82735624853574	3.74786508337663	2.81526755799671	3.40423507443673	2.62405925356294	0.0682731737585849	1.53352763818748	0.0373796214777517	0.485380121592454	0.84841683079365	0.903986192695147	0.885654623154623	0.928883739501347	"Not significant"
"Clostridium_sensu_stricto_1"	0.229273028658814	3.98546352386041	-5.34501844450632	5.64408621706932	5.43394422563632	2.07423976273758	5.1741798233227	2.41265549785246	4.15344061718656	-7.91345071823334	3.64798028068332	-7.23258614784488	-0.254906923252189	0.257394152083218	0.165304750298094	-7.70703158147277	-7.11502549208423	-6.41996824336057	-7.37420812364889	7.85590516084828	6.63079248148518	1.07571608360155	0.0859379189065891	0.0127505798359139	0.0478427574806419	0.00511120823620824	0.0279294840644713	"Significant"
"DNF00809"	-5.04487025529071	-6.56975394448171	-3.19701233351671	-7.98911784657444	-2.01230742632803	-2.39138808698383	-7.39332262468211	-6.89516313044968	-8.91201488687182	-7.92659054877538	-7.66338314946088	-2.69820459838155	-3.16648128285367	-2.70324540477007	-7.5389168804882	-8.02840137210139	-1.94543019204277	-1.47698595847046	-7.35760448120435	-2.39589760755276	5.4616252368207	-0.38918110687753	0.326171937855375	0.328656617507256	0.442807156609072	0.312600767288267	0.441841483492733	"Not significant"
"Desulfovibrionaceae"	7.03266172635093	6.7345223001854	7.31010019044092	6.43894946500586	7.21664936354611	7.32582279293299	6.78380320313843	6.67294896602334	6.54165924318927	7.52118310835673	5.05456081567009	7.1995796592666	7.51894750949963	7.42890339534843	7.63461328847102	6.84114816348037	6.67576211172963	6.65093097312874	7.54368100390544	-0.374933714479607	0.790017120700097	-0.439377577791624	0.272904574031049	0.15401150730024	0.268874297999721	0.175701728826729	0.289936515537003	"Not significant"
"Dubosiella"	3.07949793112054	1.70956558214932	4.16447270830156	2.67633998501084	1.76293125091685	3.59894537978429	1.59219075771904	4.12906018816321	-0.263647333635678	-1.69613036801997	1.50185833030415	2.73799127315447	2.13636406541533	3.95468502920757	3.44797275506215	4.29685279982301	6.24974118752983	5.53787953417745	4.96321868742131	-2.45028867375513	2.33809646184362	-1.00703654989543	0.128655232989306	0.0114590774971398	0.0502726257955058	0.012138209013209	0.0458467915533654	"Significant"
"Eggerthellaceae"	-6.4620889623907	-5.61703401133325	-6.97941943407989	-2.18593647048047	-7.43036404939618	-6.9773603243946	-6.94156659000895	-1.6104297555076	-8.78096615652876	-1.65548188362587	-7.17013800982186	-7.90775727659459	-7.04187449443893	-7.54128535236045	-7.524807287009	-8.29711034153077	-6.80932664999751	-1.36255366277158	-7.16152665510626	1.76496635122488	5.53341852656106	0.287050382854765	0.382812539418149	0.465274312408483	0.58045093075968	0.506779331779332	0.616879037238298	"Not significant"
"Eisenbergiella"	-6.69464574607394	-6.26984757771846	-7.03512933399906	-7.94474037807621	-0.179023085333649	-7.00379971087916	-7.75695636061837	-6.48004994933034	-3.18817783607485	-7.53142556853334	-6.92946938743867	-7.061395665568	-7.28142619164228	-7.83669434924646	-7.57374118505578	-7.94133558007099	1.49317724604398	-6.80390901746278	-7.44187684183591	0.967400976528434	6.0918539472438	0.136473222953084	0.419103340144904	0.607905556936062	0.718788357091833	0.590734265734266	0.693393781826066	"Not significant"
"Enterorhabdus"	-4.0356650841549	-5.27109551111816	-3.15811338558105	-1.99231307959243	-6.86650756268115	-6.5748600308969	-3.27491080822343	-6.84224354786116	-3.62426977631545	-7.68138886885344	-7.43970220118285	-2.41403449954996	-3.4664022594279	-5.35966538712974	-1.13508671231544	-2.82368300280732	-7.21848524991575	-6.85824783725054	-0.753970874011781	-1.99968640420309	4.63765911567192	-0.354941514972653	0.319688174793397	0.320839118845262	0.437601429809679	0.25301452020202	0.382481169498397	"Not significant"
"Erysipelatoclostridium"	1.90466496586474	1.93025176457395	1.75958334404697	-0.940692983255104	2.95053850884465	2.26716129700317	1.6509360849663	2.3844880868381	-0.567428566740364	0.466567343956882	4.3101038308161	2.16015657108834	-1.35579805278866	1.224451625617	2.59412828223206	-0.899549032881552	3.33153909720842	2.27786220183317	-1.59421205113432	0.514783876347447	2.99529124018768	0.173291931814934	0.401559486619509	0.537715582905688	0.683551406389685	0.585286761849262	0.718203852553994	"Not significant"
"Erysipelotrichaceae"	0.242903977949306	0.484551322809301	-0.0119555421035242	0.583612542630244	0.63793814219327	0.520754243153804	1.90543629464077	-6.93782811556556	1.50040346132084	-7.18370968107857	-0.27215970915755	-7.81549056426323	-7.56323125684196	-7.62811715599547	0.992597663327752	0.159164090790458	-0.21731602362908	0.465532874301831	0.951991349330776	0.737933409115013	7.18873139133426	0.117950587933759	0.348927927886934	0.531883009495088	0.660532429342271	0.447211295648796	0.592482990841471	"Not significant"
"Faecalibacterium"	-6.17211522925865	-6.64781746387164	-5.58633375259213	-7.95129977217983	-6.9907354464597	-6.59558046707933	-7.31863868054026	-1.77582271867034	-8.87146942555043	-7.99318945019821	-2.94207702496419	-7.48584648680456	-2.30949985403778	-8.27637001444009	-7.7338914511826	-7.82311155611941	-2.00019529633188	-6.68876918622178	-3.02246128228185	-0.638275719535393	5.30979565583182	-0.113175662366394	0.438596510969397	0.589858475914408	0.703484416833621	0.639792152292152	0.738770366912042	"Not significant"
"Faecalibaculum"	-4.81542204378529	-1.49133542197267	-6.45471702737757	-0.734310643933737	-7.63267102538662	-0.890949365403583	-7.73541152170896	-0.111168378298474	-5.11934419541776	0.422023109495101	-2.05340730780238	-7.33915250668375	-7.59210274080765	-7.49073787759571	-7.24231726284363	-7.65101255934907	-1.4364180631215	-1.9569068834892	-7.75663656630806	3.70965350675398	5.63981415077861	0.571666908106099	0.238281364595571	0.1438770039579	0.243826998463561	0.103403020590521	0.193904314067593	"Not significant"
"Family_XIII"	-0.584803288364442	0.0269676586151029	-1.38006909781409	0.00865719384342345	0.331860768483375	2.2330398549255	0.149627394793789	2.4584946245126	-0.639882618047577	-2.00154408137444	-0.713284173429556	-4.35378473995781	-6.91673069378805	-5.38664160968303	-0.428316621339064	-1.32073032544274	0.0106258317750587	-1.44764920726268	-0.553833235056125	2.26751952224465	3.17030741946785	0.692554562291987	0.175781427844177	0.0349586314081511	0.0981163622258008	0.0359848484848485	0.0931584207486341	"Significant"
"Family_XIII_AD3011_group"	-0.255707862236707	0.0934161092428383	-0.555168359423519	0.00539803256550453	0.463051238064084	0.313637206103622	0.32323498293911	-0.28638305995292	-0.586565861988539	-0.470194013108276	0.387652343853446	-1.69628561588493	-3.00986112154168	-0.221803708496016	-0.292090377180863	-0.333515103562181	0.481086937303827	-0.627856516101492	-1.06396622077259	0.695790018759921	1.05470168559358	0.579570706659102	0.224171665510649	0.0891527224057701	0.180958308812144	0.103251262626263	0.193692374492774	"Not significant"
"Family_XIII_UCG.001"	-1.9467347998838	-2.32683434611096	-1.62618140582327	-1.89857855776631	-6.98816546961504	-1.96173602779016	-1.04246506820156	-6.25350295925817	-2.47530972079322	-1.85574611315726	-3.35523269446083	-0.69981565487319	-1.23792724537698	-1.9592024864308	-0.447004261882999	-1.74932329568246	-3.83901197704651	-1.95807980447435	-1.77649791388185	-0.937438925108311	2.07232050349702	-0.367302003459886	0.255859476906377	0.167996988499436	0.28432246260875	0.177347999222999	0.287584550246027	"Not significant"
"Flavonifractor"	-4.88649923341082	-6.16901530960663	-2.55345862530798	-8.11774837907364	-6.85782246964549	-7.14074850222461	-7.40469720247718	-6.59777977817215	-3.30876753678946	-2.50418843584817	-7.39395829714129	-7.78660464124239	-2.1183438782786	-0.451538783465017	-7.43238979130054	-2.03940443280919	-2.92900958239275	-0.723642117044678	-7.70330250346478	-2.8268308007961	5.28969428587486	-0.48241566159939	0.26315799142894	0.271167971982051	0.380453738208508	0.185692259129759	0.296354825790081	"Not significant"
"GCA.900066225"	0.601483477882844	0.42559106963461	0.914290029620761	-0.150835957625262	0.836779599346607	0.270417041332962	0.510058362604302	0.495411605377357	0.315332999485975	0.249229787918244	1.09621665330859	1.8809215340327	1.42378720841658	0.96099527901762	0.287894056300664	0.935735644941523	1.20608284104224	0.162967164982931	-0.274254610459393	-0.407935145674037	0.885395630171229	-0.40279560090554	0.335937558446692	0.284567241808796	0.414325006891349	0.332481060606061	0.468398270605177	"Not significant"
"GCA.900066575"	3.9695182889137	3.2369500966947	5.09798833721573	3.12501667420034	3.85596703988824	3.36643405055356	4.02862094392911	2.00008977427341	3.4075982889973	2.14474017383893	1.7317004829753	6.04147806253544	5.37261122267667	5.66871659464256	5.56951343003446	3.7745636503498	4.30771062581226	4.36737629658501	4.62480376457073	-2.05154798367891	1.32047663458007	-1.59186154097619	0.0194951667882422	0.000395579983657752	0.00865613703734312	0.000560897435897436	0.00935412521950984	"Significant"
"Gastranaerophilales"	4.44462870897665	4.87037809189252	4.31643074252289	4.08256579609829	7.31666453410829	4.501941879557	7.45795167358672	5.19063162168329	4.02725687713208	4.32814520536708	7.53759209393911	4.41744540231077	2.37573793348063	3.93919567725115	4.25433650410834	6.17483369755451	4.61103463468895	4.48406131680205	3.52784898020503	0.920191442063103	2.21711770489842	0.533774314934663	0.292397740250104	0.0763647023721152	0.16544878589642	0.159008352758353	0.275357784044902	"Not significant"
"Harryflintia"	1.55545310710949	1.51796875817401	1.59105091155229	0.559600539930482	2.04998569677869	1.85558641364186	1.66209546388527	1.7978779035026	1.44785012741801	1.26307546640553	0.323491801510564	2.09502043564758	1.87891141995892	1.67393504543432	2.36894931224168	0.69235887713992	1.51366352795246	-0.486013972437692	0.652745867979658	-0.0856605529459467	1.17265052096125	-0.0668005048937709	0.46198831620005	0.829860663948126	0.893093749520096	0.825678661616162	0.887897612436	"Not significant"
"Herbinix"	-6.94570486933492	-6.85985386641788	-7.00847097830232	-8.39835417441338	-7.1108152607204	-6.61707015080224	-7.49934488376212	-6.89761421984515	1.12632633469872	-7.84301634953995	-7.10681197670407	-0.951435850498953	-7.44897081779362	-7.53002402793738	-7.4857614653519	-8.61070904394434	-6.63534600198693	-6.9156485239006	-7.88751269723915	0.426666545817027	5.98446371481452	0.0619707654668506	0.462890636862078	0.625496277589109	0.731627895124975	0.630193764568765	0.726142511195822	"Not significant"
"Hydrogenoanaerobacterium"	0.377089146656621	-1.48186694128145	0.712787260841385	-5.74265059375257	-6.78029636415017	-7.10678592161048	0.013887383961527	0.565461618633182	1.18809028539732	0.723238622860475	-6.9949250761934	0.860071719762102	0.591365568807533	1.01464681096066	1.11558343159133	2.14347830689444	0.090972736720472	-6.93596796511408	0.290372772929279	-1.23947423527772	5.97923199272679	-0.384574474408489	0.282651156984055	0.158167289271873	0.270844001603835	0.168811917249417	0.282224705420892	"Not significant"
"Intestinimonas"	3.44212880575315	2.68575663545651	3.80845432518082	2.61834841110792	4.516484554917	2.57581061726288	2.51595781854722	2.68225390430844	2.51517396608161	3.42489008270116	2.78637557573089	4.40647251609141	3.61567380330995	3.51236485710811	3.26074512282583	4.57791264195303	3.93903544983565	3.56433253479937	4.01865750482973	-1.0286836891497	0.761166522114106	-1.15211572265494	0.138401799503878	0.0136760290541602	0.0542992837718079	0.0158799533799534	0.0538138434345244	"Significant"
"Lachnoclostridium"	3.77643076678478	3.0051642168158	4.84552622313365	3.62158565851307	4.15004337053686	1.78833267981443	3.34058958088774	1.06473656762977	3.40258335787171	2.29191076718886	2.67988372528909	5.52573512298747	5.59838222928346	4.91266640067232	5.00497269406865	3.89582370736282	2.93774548886265	4.24036699225097	4.85458658434042	-1.75223103271894	1.31620693195162	-1.31508356937736	0.0740745656648406	0.00247581896849634	0.0219386094993724	0.00377816627816628	0.0249258123709427	"Significant"
"Lachnospiraceae"	6.16176523767104	5.94540270767992	6.58617523339956	6.49198580516655	6.24473728351868	5.43814153397909	6.64046364269427	5.104465588062	5.79136968021995	5.82778364944803	6.0149415941156	7.32217204554025	7.18936288920174	7.0690670408141	6.63240512104521	5.78886329007768	5.82461077886577	5.89943693973034	6.5270972419875	-0.631737372516749	0.881520234835254	-0.672461292364638	0.246093858760963	0.0750286786332936	0.161826076210847	0.124019036519037	0.226993072543971	"Not significant"
"Lachnospiraceae_FCS020_group"	0.52309883977845	-0.4117680772865	1.6973008003889	-0.0427834038507537	0.862931906637218	-1.13312997072704	0.449892081639465	-2.22343947060687	-0.0413299897522954	-2.89826000006318	-1.19055515844894	2.08304021765617	1.23955148374048	3.23270683955953	2.67109428702602	0.566136876339719	1.08134293924407	-0.576519346809715	2.43689426203815	-2.34872810977157	1.94030958729532	-1.14906581492397	0.0976566128583095	0.00354155084864498	0.0262084078940179	0.00458309052059052	0.0268761555589687	"Significant"
"Lachnospiraceae_NK4A136_group"	7.27556496730054	7.20890832519076	7.34388784628391	7.10965816894229	7.19382610798137	7.42466281423846	7.13388331726861	7.50219402708079	6.98888192557984	8.26901315590296	5.45014483685532	6.48401691661075	7.78119951904234	7.41146123145238	7.86244744803083	7.3958571066674	7.16383210727005	6.22715662074737	7.3352619958272	-0.119154165880982	0.983647665657042	-0.110325312201763	0.455078139396467	0.805394644468296	0.883464933718023	0.729210372960373	0.819468154349545	"Not significant"
